OBJECTID,Catchment,Comments,DATALOAD,Diameter,Estim_Year,Install_Year,Invert_DN,Invert_UP,Manhole_Down,Manhole_Up,Material,Pipe_Bursted,RefAuto,Relined,Sewer_ID,Sewer_Type,Slope,Total_Length,Original_Material,Original_Diameter,Original_Install_Year,SHAPE.len,_SEWERNAME
5427030,9,Windsor Mews Proposed 68 Unit Multi Family Townhouse Unit; 1004/1010/1016 Ewen Ave; 116.71m -- 450mm CONC. C-14 STM @ 0.1%; 07D.dwg,20170309201124,450,0,2005,0,0,9454,9455,CONC,No,11803,No,94559454,STM,0.001,116.70999908,CONC,450,2005,116.687983909098,STORM
5427031,9,Windsor Mews Proposed 68 Unit Multi Family Townhouse Unit; 1004/1010/1016 Ewen Ave; 100mm PVC Perf Drain; 09D.dwg,20170309201124,100,0,2005,0,0,9452,923,PVC,No,11808,No,9239452,STM,,0.75,PVC,100,2005,0.750023232973486,STORM
5427032,9,Windsor Mews Proposed 68 Unit Multi Family Townhouse Unit; 1004/1010/1016 Ewen Ave,20170309201124,525,0,2005,0,0,9451,924,CONC,No,11807,No,9249451,STM,,,CONC,525,2005,1.21259467671601,STORM
5427033,1,,20170309201124,200,,1981,,,1235,1181,PVC,No,11811,No,11811235,CMB,,,PVC,200,1981,18.3988708267654,COMBINED
5427034,9,200mm DIA PVC SDR 35 @ 0.5%; Port Royal Village Development Stage 2; AC36-02-201; 02-201.dwg,20170309201124,200,0,2008,0,0,9474,9477,PVC,No,11831,No,94779474,SAN,0.005,82.5,PVC,200,2008,82.4999409042819,SANITARY
5427035,9,Tie-in to existing STM main from Port Royal Development Phase 1; 200mm DIA PVC SDR 35 @ 0.8%; Port Royal Village Development Stage 2; AC36-02-201; 02-201.dwg,20170309201124,200,0,2008,0,0,9380,9474,PVC,No,11830,No,94749380,SAN,0.008,70.40000153,PVC,200,2008,70.308483072955,SANITARY
5427036,9,375mm DIA CONC C76 CL IV @ 0.3%; Port Royal Village Development Stage 2; AC36-02-201; 02-201.dwg,20170309201124,375,0,2008,0,0,9459,9461,CONC,No,11814,No,94619459,STM,0.003,39.09999847,CONC,375,2008,39.0499422063593,STORM
5427037,9,375mm DIA CONC C76 CL IV @ 0.14%; Port Royal Village Development Stage 2; AC36-02-201; 02-201.dwg,20170309201124,375,0,2008,0,0,9456,9459,CONC,No,11813,No,94599456,STM,0.0014,43.5,CONC,375,2008,43.4499986979286,STORM
5427038,9,Tie-in to existing STM main from Port Royal Development Phase 1; 375mm DIA PVC SDR 35 @ 0.3%; Port Royal Village Development Stage 2; AC36-02-201; 02-201.dwg,20170309201124,375,0,2008,0,0,9399,9456,PVC,No,11812,No,94569399,STM,0.003,39.09999847,PVC,375,2008,39.0253221060378,STORM
5427039,9,200mm DIA PVC SDR 35 @ 0.7%; Port Royal Village Development Stage 2; AC36-02-202; 02-202.dwg,20170309201124,200,0,2008,0,0,9475,9476,PVC,No,11833,No,94769475,SAN,0.007,82,PVC,200,2008,82.00053948664,SANITARY
5427040,9,200mm DIA PVC SDR 35 @ 0.7%; Port Royal Village Development Stage 2; AC36-02-202; 02-202.dwg,20170309201124,200,0,2008,0,0,9474,9475,PVC,No,11832,No,94759474,SAN,0.007,88.09999847,PVC,200,2008,88.1097237607746,SANITARY
5427041,9,200mm DIA PVC SDR 35 @ 0.8%; Port Royal Village Development Stage 2; AC36-02-203; 02-203.dwg,20170309201124,200,0,2008,0,0,9477,9478,PVC,No,11834,No,94789477,SAN,0.008,75.09999847,PVC,200,2008,75.1203788657246,SANITARY
5427042,9,200mm DIA PVC SDR 35 @ 0.7%; Port Royal Village Development Stage 2; AC36-02-203; 02-203.dwg,20170309201124,200,0,2008,0,0,9478,9479,PVC,No,11835,No,94799478,SAN,0.007,77,PVC,200,2008,77.0000187377899,SANITARY
5427043,9,300mm DIA PVC SDR 35 @ 0.4%; Port Royal Village Development Stage 2; AC36-02-203; 02-203.dwg,20170309201124,300,0,2008,0,0,9461,9462,PVC,No,11817,No,94629461,STM,0.004,77.09999847,PVC,300,2008,77.6266293006466,STORM
5427044,9,250mm DIA PVC SDR 35 @ 0.2%; Port Royal Village Development Stage 2; AC36-02-203; 02-203.dwg,20170309201124,250,0,2008,0,0,9462,9463,PVC,No,11818,No,94639462,STM,0.002,81.5,PVC,250,2008,81.4999260256106,STORM
5427045,9,Tie in to existing storm main from Port Royal Development Phase 1; 250mm PVC SDR 35 @ 0.5%; Port Royal Village Development Stage 2; AC36-02-204; 02-204.dwg,20170309201124,250,0,2008,0,0,9383,9472,PVC,No,11836,No,94729383,SAN,0.005,83.80000305,PVC,250,2008,83.7230096126507,SANITARY
5427046,9,200mm PVC SDR 35 @ 0.5%; Port Royal Village Development Stage 2; AC36-02-204; 02-204.dwg,20170309201124,200,0,2008,0,0,9472,9473,PVC,No,11837,No,94739472,SAN,0.005,85,PVC,200,2008,85.0000050608234,SANITARY
5427047,9,200mm PVC SDR 35 @ 0.5%; Port Royal Village Development Stage 2; AC36-02-204; 02-204.dwg,20170309201124,200,0,2008,0,0,9473,9480,PVC,No,11838,No,94809473,SAN,0.005,55.70000076,PVC,200,2008,55.7017384091376,SANITARY
5427048,9,200mm PVC SDR 35 @ 0.5%; Port Royal Village Development Stage 2; AC36-02-204; 02-204.dwg,20170309201124,200,0,2008,0,0,9481,9482,PVC,No,11840,No,94829481,SAN,0.005,50.29999924,PVC,200,2008,50.2940968013146,SANITARY
5427049,9,200mm PVC SDR 35 @ 0.6%; Port Royal Village Development Stage 2; AC36-02-204; 02-204.dwg,20170309201124,200,0,2008,0,0,9480,9481,PVC,No,11839,No,94819480,SAN,0.006,28.5,PVC,200,2008,28.4737650079859,SANITARY
5427050,9,450mm CONC C76 CL III @ 0.17%; Port Royal Village Development Stage 2; AC36-02-204; 02-204.dwg,20170309201124,450,0,2008,0,0,9464,9465,CONC,No,11820,No,94659464,STM,0.0017,87.5,CONC,450,2008,87.4999787573117,STORM
5427051,9,450mm CONC C76 CL III @ 0.09%; Port Royal Village Development Stage 2; AC36-02-204; 02-204.dwg,20170309201124,450,0,2008,0,0,9465,9466,CONC,No,11821,No,94669465,STM,0.0009,57.29999924,CONC,450,2008,57.2921889497163,STORM
5427052,9,Tie in to existing storm main from Port Royal Development Phase 1; 525mm CONC C76 CL III @ 0.18%; Port Royal Village Development Stage 2; AC36-02-204; 02-204.dwg,20170309201124,525,0,2008,0,0,9388,9464,CONC,No,11819,No,94649388,STM,0.0018,84.19999695,CONC,525,2008,84.2165370179753,STORM
5427053,9,450mm CONC C76 CL III @ 0.08%; Port Royal Village Development Stage 2; AC36-02-204; 02-204.dwg,20170309201124,450,0,2008,0,0,9466,9467,CONC,No,11822,No,94679466,STM,0.0008,25.29999924,CONC,450,2008,25.3108053799163,STORM
5427054,9,375mm DIA PVC SDR 35 @ 0.2%; Port Royal Village Development Stage 2; AC36-02-204; 02-204.dwg,20170309201124,375,0,2008,0,0,9467,929,PVC,No,11823,No,9299467,STM,0.002,1.5,PVC,375,2008,1.57224101523908,STORM
5427055,9,375mm DIA PVC SDR 35 @ 0.6%; Port Royal Village Development Stage 2; AC36-02-204; 02-204.dwg,20170309201124,375,0,2008,0,0,929,930,PVC,No,11824,No,930929,STM,0.006,20,PVC,375,2008,20.0004828751708,STORM
5427056,9,200mm CONC 35 @ 0.6%; Port Royal Village Development Stage 2; AC36-02-205; 02-205.dwg,20170309201124,200,0,2008,0,0,9482,9483,PVC,No,11841,No,94839482,SAN,0.006,41.20000076,PVC,200,2008,41.1755635478132,SANITARY
5427057,9,375mm CONC 35 @ 0.4%; Port Royal Village Development Stage 2; AC36-02-205; 02-205.dwg,20170309201124,375,0,2008,0,0,9468,9469,CONC,No,11826,No,94699468,STM,0.004,42.29999924,CONC,375,2008,42.2361079216587,STORM
5427058,9,250mm PVC SDR 35 @ 7.0%; Port Royal Village Development Stage 2; AC36-02-205; 02-205.dwg,20170309201124,250,0,2008,0,0,9469,9470,PVC,No,11827,No,94709469,STM,0.07,39.59999847,PVC,250,2008,39.6528905338564,STORM
5427059,9,250mm PVC SDR 35 @ 8.5%; Port Royal Village Development Stage 2; AC36-02-205; 02-205.dwg,20170309201124,250,0,2008,0,0,9470,9471,PVC,No,11828,No,94719470,STM,0.085,31.79999924,PVC,250,2008,31.8038946277024,STORM
5427060,9,250mm PVC SDR 35 @ 1.1%; Port Royal Village Development Stage 2; AC36-02-206; 02-206.dwg,20170309201124,250,0,2008,0,0,9459,9460,PVC,No,11829,No,94609459,STM,0.011,105.80000305,PVC,250,2008,105.823903672658,STORM
5427061,9,300mm DIA PVC SDR 35 @ 0.2%; Port Royal Village Development Stage 2; AC36-02-202; 02-202.dwg,20170309201124,300,0,2008,0,0,9456,9457,PVC,No,11815,No,94579456,STM,0.002,90.59999847,PVC,300,2008,90.6098460614518,STORM
5427062,9,250mm DIA PVC SDR 35 @ 0.3%; Port Royal Village Development Stage 2; AC36-02-202; 02-202.dwg,20170309201124,250,0,2008,0,0,9457,9458,PVC,No,11816,No,94589457,STM,0.003,89,PVC,250,2008,88.9998175299253,STORM
5427063,9,375mm DIA PVC SDR 35 @ 0.5%; Port Royal Village Development Stage 2; AC36-02-204; 02-204.dwg,20170309201124,375,0,2008,0,0,930,9468,PVC,No,11825,No,9468930,STM,0.005,30.29999924,PVC,375,2008,30.631008007573,STORM
5427064,2,450mm DIA STM; Victoria Hill; dwg: 24541411,20170309201124,450,0,2005,0,0,2625,203,,No,11943,No,2032625,STM,,,,450,2005,4.99996397587023,STORM
5427065,2,Tie to existing Glenbrook Sewer; 675mm DIA CONC @ 1.6% (C76-CL4); Victoria Hill; dwg: 24541411,20170309201124,675,0,2005,0,1.33000004,,2630,CONC,No,11903,No,2630999,STM,0.016,1.20000005,CONC,675,2005,4.55403918845677,STORM
5427066,2,375mm DIA PVC SDR 35 STUB @ 1%; Victorial Hill; dwg: 24541411,20170309201124,375,0,2005,10.01000023,0,2626,202,PVC,No,11944,No,2022626,STM,0.01,4,PVC,375,2005,3.99999035123836,STORM
5427067,2,300mm DIA PVC SDR35 @ 1.57%; Victoria Hill; dwg: 24541411,20170309201124,300,0,2005,4.09000015,4.3499999,203,2710,PVC,No,11945,No,2710203,SAN,0.0157,16,PVC,300,2005,16.301455265405,SANITARY
5427068,5,DWG NO 32-1749-7-/32-04 REV B,20170309201124,300,,1987,,,5619,,PVC,No,11505,No,11115619,STM,,4.5,PVC,300,1987,4.4999856410882,STORM
5427069,5,DWG NO 32-1749-7-/32-04 REV B,20170309201124,300,,1987,,,5619,,CONC,No,11506,No,5619,STM,,4.5,CONC,300,1987,4.49999736999923,STORM
5427070,5,DWG NO 32-1749-4/32-04 REV D,20170309201124,450,0,1986,0,0,5091,,CONC,No,11509,No,11115091,STM,0.60000002,6,CONC,450,1986,6.39998338279093,STORM
5427071,9,Replace 2222 with MH9453; Windsor Mews Proposed 68 Unit Multi Family Townhouse Unit; 09D.dwg & DWG NO 2111-01838 SHT 3 OF 5,20170309201124,450,,2001,,,9453,9375,PVC,No,11810,No,93759453,STM,0.1,70.69999695,PVC,450,2001,69.9328917432277,STORM
5427072,9,DWG NO 2111-01838 SHT 3 OF 5,20170309201124,450,,2001,,,,9375,PVC,No,11480,No,93751111,STM,0.1,136.3999939,PVC,450,2001,136.399965264658,STORM
5427073,9,DWG. NO. 96-982-97,20170309201124,300,,1997,,,9277,9370,PVC,No,11437,No,93709277,STM,0.5,68.19999695,PVC,300,1997,68.1999622722769,STORM
5427074,9,DWG. NO. 96-982-97,20170309201124,200,,1997,,,9266,9369,PVC,No,11436,No,93699266,SAN,0.68000001,62.09999847,PVC,200,1997,62.1000240289809,SANITARY
5427075,7,DWG. NO. 32-2819-1/32; EXISTING 200 DIAM. LINE CAPPED OFF,20170309201124,250,0,1995,0,0,7565,7566,PVC,No,11467,No,75667565,SAN,8.46000004,65.15000153,PVC,250,1995,65.1675776594466,SANITARY
5427076,7,DWG. NO. 32-2819-1/32; EXISTING 200 DIAM. LINE CAPPED OFF,20170309201124,250,0,1995,0,0,7566,7567,PVC,No,11468,No,75677566,SAN,15.5,18.87000084,PVC,250,1995,18.8895870785997,SANITARY
5427077,5,DWG. NO. 32-2819-1/32; EXISTING 200 DIAM. LINE CAPPED OFF,20170309201124,250,0,1995,0,0,7567,5554,PVC,No,11469,No,55547567,SAN,15.5,47,PVC,250,1995,44.1003786831814,SANITARY
5427078,1,DWG NO 89423-04A REV A,20170309201124,200,,1994,,,1232,1233,PVC,No,11472,No,12331232,CMB,0.27500001,53.20999908,PVC,200,1994,53.2100614509136,COMBINED
5427079,1,DWG NO 89423-04A REV A,20170309201124,200,,1994,,,1231,1232,PVC,No,11473,No,12321231,CMB,0.27500001,53.20999908,PVC,200,1994,29.5697894069268,COMBINED
5427080,1,DWG NO 89423-04A REV A,20170309201124,200,,1994,,,1233,1234,PVC,No,11471,No,12341233,CMB,0.31999999,53.38999939,PVC,200,1994,53.389980148526,COMBINED
5427081,1,DWG NO 89423-04A REV A,20170309201124,200,,1994,,,1234,1235,PVC,No,11470,No,12351234,CMB,0.5,40.27999878,PVC,200,1994,38.4087901256991,COMBINED
5427082,3,DWG NO 508-02 REV 0,20170309201124,450,,1987,,,3288,3294,CONC,No,11476,No,32943288,STM,3,20,CONC,450,1987,20.0000290812289,STORM
5427083,3,DWG NO 508-02 REV 0,20170309201124,375,,1987,,,3294,3293,CONC,No,11475,No,32933294,STM,6.92000008,53.5,CONC,375,1987,53.5000222940141,STORM
5427084,3,DWG NO 508-02 REV 0,20170309201124,375,,1987,,,3293,3292,CONC,No,11474,No,32923293,STM,5.78000021,39.79999924,CONC,375,1987,39.7999016164613,STORM
5427085,3,DWG NO 508-02 REV 0,20170309201124,200,,1987,,,3293,9999,CONC,No,11477,No,99993293,STM,2,6,CONC,200,1987,5.99997318744009,STORM
5427086,3,DWG NO 508-02 REV 0,20170309201124,250,,1987,,,3294,,CONC,No,11478,No,99993294,STM,1,6,CONC,250,1987,5.99999402416369,STORM
5427087,7,DWG NO 3294 SHT 1 OF 1,20170309201124,200,,1996,,,7571,7570,PVC,No,11479,No,75707571,SAN,0.87,28.70000076,PVC,200,1996,30.3333767747674,SANITARY
5427088,5,,20170309201124,150,,1910,,,5436,4568,VIT,No,11482,No,45685436,CMB,4.86999989,141.47999573,VIT,150,1910,141.400772141209,COMBINED
5427089,4,DWG NO S7D,20170309201124,200,,200307,,,4568,4141,FF,No,11518,Yes,41414568,CMB,,,VIT,200,1912,108.982905417547,COMBINED
5427090,4,DWG NO S7D,20170309201124,200,,1912,,,4165,4568,VIT,No,11517,No,45684165,CMB,,,VIT,200,1912,103.17719478281,COMBINED
5427091,5,DWG. NO. 1467-D-101 SHT I OF 1 REV 3,20170309201124,250,,2005,,,5655,5616,PVC,No,11492,No,56165655,STM,12.39999962,32,PVC,250,2005,30.9999977625806,STORM
5427092,5,DWG. NO. 1467-D-102 SHT 1 OF 1 REV 3,20170309201124,250,,2005,,,5615,5617,PVC,No,11493,No,56175615,STM,11.10000038,23.5,PVC,250,2005,23.497688228845,STORM
5427093,5,DWG. NO. 1467-D-102 SHT 1 OF 1 REV 3,20170309201124,250,,2005,,,5617,5618,PVC,No,11494,No,56185617,STM,9.84000015,75,PVC,250,2005,74.9961820903571,STORM
5427094,5,DWG. NO. 1467-D-101 SHT I OF 1 REV 3,20170309201124,250,,2005,,,5616,5615,PVC,No,11491,No,56155616,STM,6.88000011,12.80000019,PVC,250,2005,13.0685169388114,STORM
5427095,5,DWG. NO. 1467-D-100 SHT I OF 1 REV 3,20170309201124,525,,2005,,,5148,5611,PVC,No,11488,No,56115148,STM,13.10000038,82.73000336,PVC,525,2005,83.838000604969,STORM
5427096,5,DWG. NO. 1467-D-100 SHT I OF 1 REV 3,20170309201124,525,,2005,,,5611,5610,PVC,No,11487,No,56105611,STM,12.60000038,63.5,PVC,525,2005,63.0825713091183,STORM
5427097,5,DWG. NO. 1467-D-100 SHT I OF 1 REV 3,20170309201124,525,,2005,,,5610,,PVC,No,11495,No,99995610,STM,12.60000038,2.29999995,PVC,525,2005,2.30001193475164,STORM
5427098,5,DWG. NO. 1467-D-101 SHT I OF 1 REV 3,20170309201124,250,,2005,,,5614,5613,PVC,No,11490,No,56135614,STM,4.5999999,14.34000015,PVC,250,2005,14.118456813689,STORM
5427099,5,DWG. NO. 1467-D-101 SHT I OF 1 REV 3,20170309201124,250,,2005,,,5613,5612,PVC,No,11489,No,56125613,STM,13.23999977,42.5,PVC,250,2005,42.1171568245056,STORM
5427100,9,UP END OF MAIN IS CAPPED (904),20170309201124,1200,,1999,-0.63999999,-0.61000001,9316,904,CONC,No,11222,No,9049316,STM,1.20000005,2.5,CONC,1200,1999,2.49999096998369,STORM
5427101,4,,20170309201124,250,,2004,,,4562,4563,PVC,No,11290,No,45634562,STM,,51.71900177,PVC,250,2004,51.7197027451821,STORM
5427102,9,SLOPE VARIES OVER LENGTH OF MAIN; UP END IS CAPPED AND DOWN END IS A 150X100 REDUCER; DWG 96054.C-2,20170309201124,100,,1998,0.31999999,0.18000001,900,905,HDPE,No,11292,No,905900,FRC,,106.21900177,HDPE,100,1998,106.212681175288,FORCE
5427103,9,"In 2008, 63m of 150mm DR 17 HDPE FORCEMAIN WAS REPLACED. See details on C00-2459 0001 02 San FM-Westminster Hwy.dwg. SLOPE VARIES ALONG MAIN; MANHOLE UP IS REDUCER (900); MANHOLE DN IS GATE VALVE (907)",20170309201124,150,,1998,,,907,900,HDPE,No,11293,No,900907,FRC,,962.50097656,HDPE,150,1998,956.638808239641,FORCE
5427104,9,,20170309201124,0,,1992,,,,,,No,11386,No,903906,FRC,,9.06000042,,0,1992,13.5342168780856,FORCE
5427105,9,,20170309201124,0,,1992,,,,,,No,11387,No,903904,FRC,,8.59000015,,0,1992,8.59611702381329,FORCE
5427106,5,DWG. NO. 1467-D-101 SHT I OF 1 REV 3,20170309201124,250,,2005,,,5603,5614,PVC,No,11611,No,56145603,STM,0.18000001,3.9000001,PVC,250,2005,2.96344074514744,STORM
5427107,5,DWG. NO. 1467-D-101 SHT I OF 1 REV 3,20170309201124,250,,2003,,,5600,5655,PVC,No,11610,No,56555600,STM,,14.5,PVC,250,2003,15.6966284408468,STORM
5427108,7, ,20170309201124,200,1932,200707,0,0,7103,7102,HDPE,Yes,7628,No,71027103,CMB,0,102.09999847,VIT,150,1932,102.095504308466,COMBINED
5427109,7, ,20170309201124,200,1932,200707,0,0,7002,7103,HDPE,Yes,7627,No,71037002,CMB,0,38.77000046,VIT,150,1932,38.7707170426341,COMBINED
5427110,7, ,20170309201124,200,1932,1932,0,0,7107,7109,VIT,No,7626,No,71097107,CMB,0,112.47000122,VIT,200,1932,112.466617269304,COMBINED
5427111,6, ,20170309201124,200,0,1944,0,0,6166,6165,VIT,No,7625,No,61656166,CMB,0,16.14999962,VIT,200,1944,16.1533278305122,COMBINED
5427112,6, ,20170309201124,200,0,1944,0,0,6170,6169,VIT,No,7624,No,61696170,CMB,0,59.74000168,VIT,200,1944,59.7428656828579,COMBINED
5427113,6, ,20170309201124,200,0,1909,0,0,6276,6170,VIT,No,7623,No,61706276,CMB,0,108.5,VIT,200,1909,108.502529002784,COMBINED
5427114,6, ,20170309201124,200,0,1909,0,0,6275,6276,VIT,No,7622,No,62766275,CMB,0,128.88000488,VIT,200,1909,128.877396776937,COMBINED
5427115,6, ,20170309201124,200,0,201306,0,0,6273,6166,HDPE,Yes,7621,No,61666273,CMB,0,129.53999329,VIT,200,1909,129.538078185528,COMBINED
5427116,6, ,20170309201124,250,0,201406,0,0,6272,6273,HDPE,Yes,7620,No,62736272,CMB,0,118.86000061,VIT,200,1909,118.859565033698,COMBINED
5427117,6,,20170309201124,200,0,1909,0,0,6271,6161,VIT,No,7619,No,61616271,CMB,0,121.91999817,VIT,200,1909,121.922306818728,COMBINED
5427118,6, ,20170309201124,200,0,1909,0,0,6270,6271,VIT,No,7618,No,62716270,CMB,0,125.33999634,VIT,200,1909,125.331969185839,COMBINED
5427119,6, ,20170309201124,250,0,1909,0,0,0,6269,VIT,No,7616,No,62690000,CMB,0,10.27999973,VIT,250,1909,10.2777915915823,COMBINED
5427120,6, ,20170309201124,375,0,1909,0,0,6274,6275,VIT,No,7615,No,62756274,CMB,0,33.20000076,VIT,375,1909,33.2045734801699,COMBINED
5427121,6, ,20170309201124,375,0,201207,0,0,6272,6274,CIP,No,7614,Yes,62746272,CMB,0,54.79999924,VIT,375,1909,54.805690397987,COMBINED
5427122,6,Internally renewed existing  375mm VCT pipe with DR 32.5 AM-liner in 1998,20170309201124,400,0,1909,0,0,6270,6272,VIT,No,7613,No,62726270,CMB,0,83.69000244,VIT,400,1909,83.6822430387714,COMBINED
5427123,6, ,20170309201124,450,0,1909,0,0,0,6270,VIT,No,7612,No,62700000,CMB,0,13.23999977,VIT,450,1909,13.2410460311865,COMBINED
5427124,6, ,20170309201124,200,0,1947,0,0,6265,6264,VIT,No,7611,No,62646265,CMB,0,47.84999847,VIT,200,1947,47.8583169365576,COMBINED
5427125,6, ,20170309201124,200,0,1947,0,0,6265,6292,VIT,No,7610,No,62926265,CMB,0,107.88999939,VIT,200,1947,107.891794868748,COMBINED
5427126,6, ,20170309201124,200,0,1947,0,0,6266,6265,VIT,No,7609,No,62656266,CMB,0,48.15000153,VIT,200,1947,48.1425684815424,COMBINED
5427127,6, ,20170309201124,200,0,1947,0,0,6267,6266,VIT,No,7608,No,62666267,CMB,0,64.30999756,VIT,200,1947,64.3099720105677,COMBINED
5427128,2,,20170309201124,150,0,1958,0,0,2235,2232,VIT,No,8320,No,22322235,CMB,0,40.22999954,VIT,150,1958,40.2260910355456,COMBINED
5427129,2, ,20170309201124,300,0,1958,0,0,2250,2235,VIT,No,8319,No,22352250,CMB,0,85.94999695,VIT,300,1958,85.9530895314415,COMBINED
5427130,2, ,20170309201124,450,0,1958,0,0,2248,2250,VIT,No,8318,No,22502248,CMB,0,117.87999725,VIT,450,1958,117.878001340369,COMBINED
5427131,2,,20170309201124,450,0,1958,0,0,2247,2248,VIT,No,8317,No,22482247,CMB,0,51.58000183,VIT,450,1958,51.5778528052497,COMBINED
5427132,2, ,20170309201124,150,0,1958,0,0,2241,2237,VIT,No,8316,No,22372241,CMB,0,24.37999916,VIT,150,1958,24.3837917477984,COMBINED
5427133,2, ,20170309201124,200,0,1958,0,0,2240,2241,VIT,No,8315,No,22412240,CMB,0,64.61000061,VIT,200,1958,64.6098823710429,COMBINED
5427134,2,,20170309201124,250,0,1958,0,0,2248,2240,VIT,No,8314,No,22402248,CMB,0,42.70999908,VIT,250,1958,42.7064116966059,COMBINED
5427135,2,,20170309201124,200,0,201209,0,0,2238,2236,HDPE,Yes,8313,No,22362238,CMB,0,84.12000275,VIT,200,1958,84.1228446975018,COMBINED
5427136,2, ,20170309201124,250,0,1958,0,0,2240,2238,VIT,No,8312,No,22382240,CMB,0,52.09999847,VIT,250,1958,52.097948136179,COMBINED
5427137,2,,20170309201124,150,0,1958,0,0,2216,2215,VIT,No,8311,No,22152216,CMB,0,18.59000015,VIT,150,1958,18.5927539649187,COMBINED
5427138,2, ,20170309201124,150,0,1958,0,0,2217,2216,VIT,No,8310,No,22162217,CMB,0,65.22000122,VIT,150,1958,65.219963968098,COMBINED
5427139,2, ,20170309201124,250,0,1958,0,0,2238,2217,VIT,No,8309,No,22172238,CMB,0,43.27000046,VIT,250,1958,43.2666753980474,COMBINED
5427140,2, ,20170309201124,250,0,1958,0,0,2217,2212,VIT,No,8308,No,22112217,CMB,0,42.34000015,VIT,250,1958,42.3464662043954,COMBINED
5427141,2, ,20170309201124,150,0,1958,0,0,2210,2213,VIT,No,8307,No,22132210,CMB,0,72.23000336,VIT,150,1958,72.2309905788367,COMBINED
5427142,3, ,20170309201124,200,0,1958,0,0,2473,3157,VIT,No,8306,No,31572473,CMB,0,49.99000168,VIT,200,1958,49.9975699409481,COMBINED
5427143,2, ,20170309201124,200,0,1958,0,0,2210,2473,VIT,No,8305,No,24732210,CMB,0,43.88999939,VIT,200,1958,43.8867554052473,COMBINED
5427144,2, ,20170309201124,200,0,1934,0,0,2209,2207,VIT,No,8304,No,22072209,CMB,0,48.75999832,VIT,200,1934,48.7674081739024,COMBINED
5427145,2, ,20170309201124,200,0,1934,0,0,2208,2209,VIT,No,8303,No,22092208,CMB,0,28.25,VIT,200,1934,28.2419723107293,COMBINED
5427146,2, ,20170309201124,300,1934,1934,0,0,2239,2208,VIT,No,8302,No,22082239,CMB,0,112.76999664,VIT,300,1934,112.777207360353,COMBINED
5427147,2, ,20170309201124,300,1934,201210,0,0,2247,2239,HDPE,Yes,8301,No,22392247,CMB,0,83.81999969,VIT,300,1934,83.8127174120968,COMBINED
5427148,2, ,20170309201124,200,0,1975,0,0,2389,2390,VIT,No,8300,No,23902389,CMB,0,95.40000153,VIT,200,1975,95.3946188209796,COMBINED
5427149,2,,20170309201124,150,0,1981,0,0,2388,2386,VIT,No,8299,No,23862388,CMB,0,48.75999832,VIT,150,1981,48.76,COMBINED
5427150,2,,20170309201124,200,0,1981,0,0,2398,2391,VIT,No,8298,No,23912398,CMB,0,46.68999863,VIT,200,1981,46.687201672407,COMBINED
5427151,2,,20170309201124,200,0,1981,0,0,2387,2369,VIT,No,8297,No,23692387,CMB,0,101.19000244,VIT,200,1981,101.185482160239,COMBINED
5427152,2,,20170309201124,200,0,1981,0,0,2395,2387,VIT,No,8296,No,23872395,CMB,0,45.72000122,VIT,200,1981,45.7269985894548,COMBINED
5427153,2, ,20170309201124,200,0,1981,0,0,2396,2395,VIT,No,8295,No,23952396,CMB,0,25.29000092,VIT,200,1981,25.2938273102352,COMBINED
5427154,2, ,20170309201124,200,0,1981,0,0,2397,2396,VIT,No,8294,No,23962397,CMB,0,10.35999966,VIT,200,1981,10.361563588571,COMBINED
5427155,2,,20170309201124,200,0,1981,0,0,2398,2397,VIT,No,8293,No,23972398,CMB,0,7.61999989,VIT,200,1981,7.62110884320648,COMBINED
5427156,2,,20170309201124,250,0,1981,0,0,2410,2394,VIT,No,8292,No,23942410,CMB,0,27.43000031,VIT,250,1981,27.4242009910954,COMBINED
5427157,2, ,20170309201124,250,0,1981,0,0,2399,2410,VIT,No,8291,No,24102399,CMB,0,15.23999977,VIT,250,1981,15.242217686413,COMBINED
5427158,2, ,20170309201124,375,0,1946,0,0,2400,2399,VIT,No,8290,No,23992400,CMB,0,12.03999996,VIT,375,1946,12.0318327780933,COMBINED
5427159,2, ,20170309201124,375,0,1946,0,0,2392,2400,VIT,No,8289,No,24002392,CMB,0,67.05000305,VIT,375,1946,67.0502087990783,COMBINED
5427160,7,,20170309201124,450,1943,200608,0,0,7487,7428,CIP,No,8288,Yes,74287487,CMB,0,45.70000076,VIT,450,1943,45.7059930440803,COMBINED
5427161,7, ,20170309201124,300,0,1976,0,0,7411,7410,VIT,No,8286,No,74107411,CMB,0,63.97999954,VIT,300,1976,63.9862658524298,COMBINED
5427162,7,,20170309201124,300,0,1976,0,0,0,7411,VIT,No,8285,No,74110000,CMB,0,8.07999992,VIT,300,1976,8.07226332093867,COMBINED
5427163,7,,20170309201124,300,0,1976,0,0,7392,7303,VIT,No,8284,No,73037392,CMB,0,48.31000137,VIT,300,1976,48.2695900921296,COMBINED
5427164,6, ,20170309201124,250,1943,1943,0,0,6042,6038,VIT,No,8283,No,60386042,CMB,0,66.51000214,VIT,250,1943,66.5053678969051,COMBINED
5427165,6, ,20170309201124,250,1943,1943,0,0,6044,6034,VIT,No,8282,No,60346044,CMB,0,58.90000153,VIT,250,1943,58.9051814386462,COMBINED
5427166,6, ,20170309201124,150,0,1909,0,0,6152,6150,VIT,No,8281,No,61506152,CMB,0,44.27000046,VIT,150,1909,44.2646476189515,COMBINED
