LICENCE,TRADE_NAME,LICENCEE_NAME,CIVIC_ADDRESS,LICENCE_DESCRIPTION,YEAR_OPENED,APPROVED_DATE,SIC,SIC_GROUP,NWID,TYPE
130794,BERAR BROS. CONSTRUCTION LTD,BERAR BROS. CONSTRUCTION LTD,BUSINESS - OUT OF TOWN,Contractor non-resident/general,2016,20170403,238,Construction / Specialty trade contractors,,NON-RESIDENT
130785,WEST SHORE CONSTRUCTORS LTD.,WEST SHORE CONSTRUCTORS LTD.,BUSINESS - OUT OF TOWN,CONTRACTOR - NON RESIDENT,2017,20170329,238,Construction / Specialty trade contractors,,NON-RESIDENT
130784,CEEG WEST,COMPREHENSIVE ENERGY EFFICIENCY GROUP INC.,BUSINESS - OUT OF TOWN,CONTRACTOR - NON RESIDENT/ELECTRICAL,2017,20170329,238,Construction / Specialty trade contractors,,NON-RESIDENT
130781,REACH ENTERPRISES INC.,REACH ENTERPRISES INC.,BUSINESS - OUT OF TOWN,CONTRACTOR - NON RESIDENT/PLUMBING & HEATING,2017,20170328,238,Construction / Specialty trade contractors,,NON-RESIDENT
130778,5 STAR FINISHES LTD.,5 STAR FINISHES LTD.,BUSINESS - OUT OF TOWN,CONTRACTOR -  NON RESIDENT,2017,20170327,238,Construction / Specialty trade contractors,,NON-RESIDENT
130777,ACCESS COMMUNITY THERAPISTS LTD,ACCESS COMMUNITY THERAPISTS LTD,BUSINESS - OUT OF TOWN,Mobile/physiotherapy/rehabilitation,2017,20170324,62,Health care & social assistance,,NON-RESIDENT
130774,K. JAMES PLUMBING AND HEATING,"MUNROE, BEN",BUSINESS - OUT OF TOWN,Contractor non-resident/plumbing & heating,2017,20170323,238,Construction / Specialty trade contractors,,NON-RESIDENT
130770,STYLUX DESIGN & CONSTRUCTION,STYLUX DESIGN & CONSTRUCTION,BUSINESS - OUT OF TOWN,Contractor non-resident/interior design & construction,2017,20170321,238,Construction / Specialty trade contractors,,NON-RESIDENT
130767,BASI BROS. PLUMBING & HEATING LTD,BASI BROS. PLUMBING & HEATING LTD,BUSINESS - OUT OF TOWN,Contractor non-resident/plumbing & heating,2017,20170320,238,Construction / Specialty trade contractors,,NON-RESIDENT
130769,GOLD KEY FIRE PROTECTION LTD,GOLD KEY FIRE PROTECTION LTD,BUSINESS - OUT OF TOWN,Contractor non-resident,2017,20170320,238,Construction / Specialty trade contractors,,NON-RESIDENT
130761,MDE ELECTRICAL MECHANICAL CONTRACTORS,MDE ENTERPRISES LTD,BUSINESS - OUT OF TOWN,CONTRACTOR - NON RESIDENT,2017,20170315,238,Construction / Specialty trade contractors,,NON-RESIDENT
130760,GORMLEY PLUMBING & HEATING,"GORMLEY, BOB",BUSINESS - OUT OF TOWN,CONTRACTOR - NON RESIDENT/PLUMBING & HEATING,2017,20170315,238,Construction / Specialty trade contractors,,NON-RESIDENT
129524,TREND MECHANICAL SERVICES LTD,TREND MECHANICAL SERVICES LTD,BUSINESS - OUT OF TOWN,Contractor non-resident/plumbing & heating,2015,20170314,238,Construction / Specialty trade contractors,,NON-RESIDENT
123132,JENSEN'S PLUMBING & HEATING LTD,JENSEN'S PLUMBING & HEATING LTD,BUSINESS - OUT OF TOWN,CONTRACTOR - NON RESIDENT,2007,20170313,,See BL desk for Business NAICS,,NON-RESIDENT
130750,GVA PLUMBING & HEATING,GVA PLUMBING & HEATING,BUSINESS - OUT OF TOWN,CONTRACTOR NON RESIDENT/PLUMBING & HEATING,2017,20170310,238,Construction / Specialty trade contractors,,NON-RESIDENT
130744,POWER CIVIL CONTACTORS LTD.,POWER CIVIL CONTRACTORS LTD.,BUSINESS - OUT OF TOWN,CONTRACTOR - NON RESIDENT,2017,20170308,238,Construction / Specialty trade contractors,,NON-RESIDENT
130743,TEAM CANADA SERVICES LTD,TEAM CANADA SERVICES LTD,BUSINESS - OUT OF TOWN,CONTRACTOR,2017,20170308,238,Construction / Specialty trade contractors,,NON-RESIDENT
130742,WOODPRO TREE SERVICES LTD.,WOODPRO TREE SERVICES LTD.,BUSINESS - OUT OF TOWN,CONTRACTOR - NON RESIDENT/TREE SERVICES,2017,20170308,238,Construction / Specialty trade contractors,,NON-RESIDENT
129359,RENCH INDUSTRIES,"CHAISSON, GRANTRENTZ, DEREK",BUSINESS - OUT OF TOWN,Contractor non-resident/plumbing & heating,2015,20170307,238,Construction / Specialty trade contractors,,NON-RESIDENT
130735,RAINBOW MECHANICAL LTD.,RAINBOW MECHANICAL LTD.,BUSINESS - OUT OF TOWN,CONTRACTOR/PLUMBING,2017,20170307,238,Construction / Specialty trade contractors,,NON-RESIDENT
130727,KINGFISHER PLUMBING & HEATING,"HEEL, JONATHAN",BUSINESS - OUT OF TOWN,PLUMBING & HEATING,2017,20170306,238,Construction / Specialty trade contractors,,NON-RESIDENT
125277,"MVP PLUMBING, HEATING & GAS LTD","MVP PLUMBING, HEATING & GAS LTD",BUSINESS - OUT OF TOWN,CONTRACTOR - NON RESIDENT,2010,20170303,,See BL desk for Business NAICS,,NON-RESIDENT
130721,RHINELAND CONSTRUCTION,RHINELAND INVESTMENTS LTD.,BUSINESS - OUT OF TOWN,CONTRACTOR - NON RESIDENT,2017,20170302,238,Construction / Specialty trade contractors,,NON-RESIDENT
130718,DV DESIGNS LTD,DV DESIGNS LTD,BUSINESS - OUT OF TOWN,Contractor/Non Resident,2017,20170301,238,Construction / Specialty trade contractors,,NON-RESIDENT
130495,SKYWAY  PLUMBING & GAS LTD,"SKYWAY PLUMBING & GAS LTDDHALIWAL, NARINDERPAL",BUSINESS - OUT OF TOWN,contractor plumbing & heating,2016,20170301,238,Construction / Specialty trade contractors,,NON-RESIDENT
130712,SOUTH SURREY PLUMBING LTD.,SOUTH SURREY PLUMBING LTD.,BUSINESS - OUT OF TOWN,Contractor Non Resident/Renovations/Plumbing,2017,20170228,238,Construction / Specialty trade contractors,,NON-RESIDENT
130708,CANADA WEST PLUMBING & HEATING LTD.,CANADA WEST PLUMBING & HEATING LTD.,BUSINESS - OUT OF TOWN,Non Resident Contractor/Plumbing /Heating,2017,20170227,238,Construction / Specialty trade contractors,,NON-RESIDENT
130694,RML DESIGN & BUILD,"MINOGUE, RICKYJAKAB, LEAH",BUSINESS - OUT OF TOWN,contractor non resident/finishing carpentry,2017,20170220,238,Construction / Specialty trade contractors,,NON-RESIDENT
113618,ENERTECH HEATING LTD,ENERTECH HEATING LTD,BUSINESS - OUT OF TOWN,CONTRACTOR - NON RESIDENT,2003,20170220,,See BL desk for Business NAICS,,NON-RESIDENT
130681,HEMLOCK PLUMBING AND HEATING,HEMLOCK PLUMBING AND HEATING,BUSINESS - OUT OF TOWN,contractor/non resident/plumbing & heating,2017,20170215,238,Construction / Specialty trade contractors,,NON-RESIDENT
130675,BOWN AND SONS ENTERPRISES,"BOWN, BRADLEY",BUSINESS - OUT OF TOWN,contractor renovations,2017,20170214,238,Construction / Specialty trade contractors,,NON-RESIDENT
130676,MILLER - TECH ELECTRIC LTD.,MILLER - TECH ELECTRIC LTD.,BUSINESS - OUT OF TOWN,Contractor non resident/electrical,2017,20170214,238,Construction / Specialty trade contractors,,NON-RESIDENT
130664,GIVA CONSTRUCTION INC,GIVA CONSTRUCTION INC,BUSINESS - OUT OF TOWN,Contractor non-resident/general,2017,20170208,238,Construction / Specialty trade contractors,,NON-RESIDENT
130666,DAVID NORMAN ARCHITECT INC,DAVID NORMAN ARCHITECT INC,BUSINESS - OUT OF TOWN,ARCHITECT,2017,20170208,451,"Retail trade / Sporting goods, hobby, book & music stores",,NON-RESIDENT
130662,ASAP PLUMBING & HEATING LTD,ASAP PLUMBING & HEATING LTD,BUSINESS - OUT OF TOWN,PLUMBING CONTRACTOR,2017,20170207,238,Construction / Specialty trade contractors,,NON-RESIDENT
130659,LEVEL 10 FITNESS INC,LEVEL 10 FITNESS INC,BUSINESS - OUT OF TOWN,PERSONAL FITNESS TRAINING,2017,20170203,81,Other services (exc. Public administration),,NON-RESIDENT
130651,DALMACIA EXCAVATING LTD,DALMACIA EXCAVATING LTD,BUSINESS - OUT OF TOWN,Contractor non-resident/excavating,2017,20170201,238,Construction / Specialty trade contractors,,NON-RESIDENT
130646,ALCOR FACILITIES MANAGEMENT INC,ALCOR FACILITIES MANAGEMENT INC,BUSINESS - OUT OF TOWN,Contractor non-resident/general,2017,20170131,238,Construction / Specialty trade contractors,,NON-RESIDENT
130645,PURCELL MECHANICAL LTD,PURCELL MECHANICAL LTD,BUSINESS - OUT OF TOWN,Contractor non-resident/plumbing & heating,2017,20170130,238,Construction / Specialty trade contractors,,NON-RESIDENT
130640,COMPRO,0824843 BC LTD,BUSINESS - OUT OF TOWN,CONTRACTOR,2017,20170126,238,Construction / Specialty trade contractors,,NON-RESIDENT
130630,A & D DEMOLITION CORP,A & D DEMOLITION CORP,BUSINESS - OUT OF TOWN,Contractor non-resident/demolition,2017,20170124,238,Construction / Specialty trade contractors,,NON-RESIDENT
130483,CJ BACKHOE SERVICES,DEEP DOWN EXCAVATION LTD,BUSINESS - OUT OF TOWN,CONSTRUCTION SERVICES,2016,20170124,238,Construction / Specialty trade contractors,,NON-RESIDENT
130625,UDB,"GILL, PERMINDER",BUSINESS - OUT OF TOWN,Contractor non-resident/general,2017,20170123,238,Construction / Specialty trade contractors,,NON-RESIDENT
130615,PONTE BROS. CONTRACTING LTD,PONTE BROS. CONTRACTING LTD,BUSINESS - OUT OF TOWN,Contractor non-resident,2017,20170119,238,Construction / Specialty trade contractors,,NON-RESIDENT
130610,CORMODE & DICKSON CONSTRUCTION,CORMODE & DICKSON CONSTRUCTION (CALGARY) LTD,BUSINESS - OUT OF TOWN,Contractor non-resident/general,2017,20170117,238,Construction / Specialty trade contractors,,NON-RESIDENT
130605,PSI CONCRETE PUMPING,KC'S PUMPING SERVICES INC.,BUSINESS - OUT OF TOWN,Contractor non-resident,2017,20170116,238,Construction / Specialty trade contractors,,NON-RESIDENT
130606,TRUSTED CABINETS AND RENOVATIONS,TRUSTED CABINETS AND RENOVATIONS,BUSINESS - OUT OF TOWN,Contractor non-resident,2017,20170116,238,Construction / Specialty trade contractors,,NON-RESIDENT
130601,LITCHFIELD DEMOLITION,D. LITCHFIELD & CO. LTD,BUSINESS - OUT OF TOWN,Contractor non-resident/demolition,2017,20170113,238,Construction / Specialty trade contractors,,NON-RESIDENT
130598,BERTS ELECTRIC (2001) LTD,BERTS ELECTRIC (2001) LTD,BUSINESS - OUT OF TOWN,Contractor non-resident/electrical,2017,20170112,238,Construction / Specialty trade contractors,,NON-RESIDENT
127412,S.O.S. ELECTRIC INC,S.O.S. ELECTRIC INC,BUSINESS - OUT OF TOWN,CONTRACTOR - NON RESIDENT,2013,20170112,,See BL desk for Business NAICS,,NON-RESIDENT
130592,AGING MY WAY HOME CARE,AGING MY WAY HOME CARE INC,BUSINESS - OUT OF TOWN,Services/home health care,2017,20170111,81,Other services (exc. Public administration),,NON-RESIDENT
130590,INTUS INTEGRATED UTILITY SERVICES INC,INTUS INTEGRATED UTILITY SERVICES INC,BUSINESS - OUT OF TOWN,Contractor non-resident/fibre optic installation/services,2017,20170111,238,Construction / Specialty trade contractors,,NON-RESIDENT
130591,NORTHERN SPIRIT PLUMBING & HEATING,NORTHERN SPIRIT PLUMBING & HEATING,BUSINESS - OUT OF TOWN,PLUMBING & HEATING,2017,20170111,238,Construction / Specialty trade contractors,,NON-RESIDENT
130579,PLATINUM SECURITY INC,PLATINUM SECURITY INC,BUSINESS - OUT OF TOWN,Contractor non-resident/security/alarms,2017,20170109,238,Construction / Specialty trade contractors,,NON-RESIDENT
130518,TERRAN GEOTECHNICAL CONSULTANTS LTD,TERRAN GEOTECHNICAL CONSULTANTS,BUSINESS - OUT OF TOWN,,2016,20170101,238,Construction / Specialty trade contractors,,NON-RESIDENT
130560,A.B.E. LOGGING LTD,A.B.E. LOGGING LTD,BUSINESS - OUT OF TOWN,Contractor non-resident/aborist,2017,20161230,238,Construction / Specialty trade contractors,,NON-RESIDENT
130531,KENNECTERS A.V.E.,"PEDERSEN, KEN",BUSINESS - OUT OF TOWN,Contractor non-resident/Audio installations,2016,20161216,238,Construction / Specialty trade contractors,,NON-RESIDENT
130526,DSG COMMUNICATIONS LTD,DSG COMMUNICATIONS LTD,BUSINESS - OUT OF TOWN,Contractor non-resident,2016,20161216,238,Construction / Specialty trade contractors,,NON-RESIDENT
130528,BC WIDE HOME SERVICES LTD,BC WIDE HOME SERVICES LTD,BUSINESS - OUT OF TOWN,Contractor non-resident/hvac/heating,2016,20161215,238,Construction / Specialty trade contractors,,NON-RESIDENT
130520,JARED REED PLUMBING,"REED, JARED",BUSINESS - OUT OF TOWN,Contractor non-resident/plumbing & heating,2016,20161208,238,Construction / Specialty trade contractors,,NON-RESIDENT
122685,RDH BUILDING SCIENCE CONSULTING INC,RDH BUILDING SCIENCE CONSULTING INC,BUSINESS - OUT OF TOWN,CONTRACTOR - NON RESIDENT,2007,20161202,541,"Professional, scientific & technical services / Professional, scientific & technical services",,NON-RESIDENT
130516,PIT STOP PORTABLE TOILET SERVICES,PIT STOP PORTABLE TOILET SERVICES LTD,BUSINESS - OUT OF TOWN,PORTABLE TOILET SERVICE,2017,20161201,812,Other services (exc. Public administration) / Personal & laundry services,,NON-RESIDENT
130493,NAC CONSTRUCTORS LTD,NORTH AMERICA CONSTRUCTION (1993) LTD,BUSINESS - OUT OF TOWN,Contractor non-resident/electrical,2016,20161121,238,Construction / Specialty trade contractors,,NON-RESIDENT
121311,JL MUNRO FIRE PROTECTION LTD,JL MUNRO FIRE PROTECTION LTD,BUSINESS - OUT OF TOWN,CONTRACTOR - NON RESIDENT,2005,20161115,,See BL desk for Business NAICS,,NON-RESIDENT
126397,GOLDER ASSOCIATES LTD,GOLDER ASSOCIATES LTD,BUSINESS - OUT OF TOWN,CONSULTING ENGINEERS,2011,20161115,541,"Professional, scientific & technical services / Professional, scientific & technical services",,NON-RESIDENT
129170,1026920 BC LTD,1026920 BC LTD,BUSINESS - OUT OF TOWN,general contractor,2015,20161115,238,Construction / Specialty trade contractors,,NON-RESIDENT
121861,SPRATT EMANUEL ENGINEERING LTD,SPRATT EMANUEL ENGINEERING LTD,BUSINESS - OUT OF TOWN,CONTRACTOR - NON RESIDENT,2006,20161115,541,"Professional, scientific & technical services / Professional, scientific & technical services",,NON-RESIDENT
113492,GOODBYE GRAFFITI,635745 BC LTD,BUSINESS - OUT OF TOWN,CONTRACTOR - NON RESIDENT,2002,20161115,,See BL desk for Business NAICS,,NON-RESIDENT
125579,"MERCHANT, LEIGH","MERCHANT, LEIGH",BUSINESS - OUT OF TOWN,CONTRACTOR - NON RESIDENT,2011,20161115,,See BL desk for Business NAICS,,NON-RESIDENT
129918,VANCOUVER PILE DRIVING LTD,VANCOUVER PILE DRIVING LTD,BUSINESS - OUT OF TOWN,Contractor non-resident/misc./specialty trade,2016,20161115,238,Construction / Specialty trade contractors,,NON-RESIDENT
126424,NEW EARTH LANDSCAPING LTD,NEW EARTH LANDSCAPING LTD,BUSINESS - OUT OF TOWN,CONTRACTOR - NON RESIDENT,2012,20161115,561,"Admin., support, waste mgmt & remed. services / Administrative & support services",,NON-RESIDENT
129291,VALLEY TRAFFIC SYSTEMS INC,VALLEY TRAFFIC SYSTEMS INC,BUSINESS - OUT OF TOWN,Contractor non-resident/traffic control,2015,20161115,238,Construction / Specialty trade contractors,,NON-RESIDENT
123557,SASHMASTERS,LIPSETT GLAZING SYSTEMS INC.,BUSINESS - OUT OF TOWN,CONTRACTOR - NON RESIDENT,2008,20161115,,See BL desk for Business NAICS,,NON-RESIDENT
113944,UTC FIRE & SECURITY CANADA/CHUBB EDWARDS,UTC FIRE & SECURITY CANADA/CHUBB EDWARDS,BUSINESS - OUT OF TOWN,ALARM SERVICE    1-2 EMPLOYEES ONLY,1986,20161115,,See BL desk for Business NAICS,,NON-RESIDENT
115430,MAINROAD LOWER MAINLAND CONTRACTING LTD.,MAINROAD LOWER MAINLAND CONTRACTING LTD.,BUSINESS - OUT OF TOWN,CONTRACTOR - NON RESIDENT,1995,20161115,,See BL desk for Business NAICS,,NON-RESIDENT
113735,HONEYWELL LTD.,HONEYWELL LTD.,BUSINESS - OUT OF TOWN,TEMPERATURE CONTROL   1-2 EMPLOYEES,1982,20161115,,See BL desk for Business NAICS,,NON-RESIDENT
121154,QUEEN CITY TAXI LTD,QUEEN CITY TAXI LTD,BUSINESS - OUT OF TOWN,VEHICLE,2005,20161115,485,Transportation & warehousing / Transit & ground passenger transportation,,NON-RESIDENT
121910,COMMUNITY THERAPISTS,COMMUNITY THERAPISTS (1998) INC,BUSINESS - OUT OF TOWN,OCCUPATIONAL THERAPY/REHABILITATION,2006,20161115,,See BL desk for Business NAICS,,NON-RESIDENT
126160,MWL DEMOLITION LTD.,MWL DEMOLITION LTD.,BUSINESS - OUT OF TOWN,CONTRACTOR - NON RESIDENT,2011,20161115,,See BL desk for Business NAICS,,NON-RESIDENT
129947,HARCONBRIDGE CONSTRUCTION LTD,HARCONBRIDGE CONSTRUCTION LTD,BUSINESS - OUT OF TOWN,Contractor non-resident/general,2016,20161115,238,Construction / Specialty trade contractors,,NON-RESIDENT
125520,MAESTRO FOOD,MAESTRO FOOD EQUIPMENT SERVICES LTD,BUSINESS - OUT OF TOWN,REPAIR & INSTALL COMMERCIAL FOOD EQUIPT,2011,20161115,,See BL desk for Business NAICS,,NON-RESIDENT
129844,PACIFEX CONSTRUCTION LTD,PACIFEX CONSTRUCTION LTD,BUSINESS - OUT OF TOWN,EXCAVATING & CIVIL WORKS,2016,20161115,238,Construction / Specialty trade contractors,,NON-RESIDENT
129873,PHOENIX FIRE PREVENTION INC                                           ,PHOENIX FIRE PREVENTION INC                                           ,BUSINESS - OUT OF TOWN,Contractor non-resident/fire protection/testing,2016,20161115,238,Construction / Specialty trade contractors,,NON-RESIDENT
130199,CGM MECHANICAL LTD.,CGM MECHANICAL LTD.,BUSINESS - OUT OF TOWN,Contractor non-resident/plumbing & heating,2016,20161115,238,Construction / Specialty trade contractors,,NON-RESIDENT
130404,ADS ENVIRONMENTAL SERVICES,ADS ENVIRONMENTAL SERVICES,BUSINESS - OUT OF TOWN,Contractor non-resident,2016,20161115,238,Construction / Specialty trade contractors,,NON-RESIDENT
129647,SIM HORIZON LTD.,SIM HORIZON LTD,BUSINESS - OUT OF TOWN,CONTRACTOR - HOME BUILDER,2015,20161115,238,Construction / Specialty trade contractors,,NON-RESIDENT
114293,GOLDEN EARS ALARM SYSTEMS LTD,GOLDEN EARS ALARM SYSTEMS LTD,BUSINESS - OUT OF TOWN,ALARM & VACUUM INSTALLATION  2 EMPL,1990,20161115,,See BL desk for Business NAICS,,NON-RESIDENT
113721,FAIRLANE FIRE PREVENTION LTD.,FAIRLANE FIRE PREVENTION LTD.,BUSINESS - OUT OF TOWN,FIRE PREVENTION INSTALLATION,1982,20161115,,See BL desk for Business NAICS,,NON-RESIDENT
130406,RIVERSIDE INTERIORS,"RIVERA, CARLOSRIVERA, ALICE",BUSINESS - OUT OF TOWN,Contractor non-resident,2016,20161115,238,Construction / Specialty trade contractors,,NON-RESIDENT
110309,CHAPMAN BURNER & HEATING SERVICE LTD,CHAPMAN BURNER & HEATING SERVICE LTD,BUSINESS - OUT OF TOWN,CONTRACTOR - NON RESIDENT,2001,20161115,,See BL desk for Business NAICS,,NON-RESIDENT
129978,EASYPARK,PARKING CORPORATION OF VANCOUVER,BUSINESS - OUT OF TOWN,Contractor non-resident,2016,20161115,238,Construction / Specialty trade contractors,,NON-RESIDENT
128207,GLOBALXPERTS INC.,GLOBALXPERTS INC.,BUSINESS - OUT OF TOWN,CONTRACTOR - NON RESIDENT,2014,20161115,,See BL desk for Business NAICS,,NON-RESIDENT
128841,JAY ABAR,"ABAR, JAY",BUSINESS - OUT OF TOWN,plumbing & heating contractor,2014,20161115,238,Construction / Specialty trade contractors,,NON-RESIDENT
120187,ARAGON CONSTRUCTION MANAGEMENT CORP,ARAGON CONSTRUCTION MANAGEMENT CORP,BUSINESS - OUT OF TOWN,CONTRACTOR - NON RESIDENT,2003,20161115,,See BL desk for Business NAICS,,NON-RESIDENT
121868,JADE WEST ENGINEERING CO LTD,JADE WEST ENGINEERING CO LTD,BUSINESS - OUT OF TOWN,CONTRACTOR - NON RESIDENT,2006,20161115,541,"Professional, scientific & technical services / Professional, scientific & technical services",,NON-RESIDENT
128974,OLYMPIC PROJECTS LTD,"BOROOMAND-TEHRANI, ELEANOR",BUSINESS - OUT OF TOWN,,2015,20161115,238,Construction / Specialty trade contractors,,NON-RESIDENT
128932,SPECTRUM SKYWORKS,SPECTRUM SKYWORKS,BUSINESS - OUT OF TOWN,skylighting contractor,2015,20161115,238,Construction / Specialty trade contractors,,NON-RESIDENT
126773,STARLINE INSTALLATION LTD,STARLINE INSTALLATION LTD,BUSINESS - OUT OF TOWN,WINDOW/DOOR INSTALLATION,2012,20161115,,See BL desk for Business NAICS,,NON-RESIDENT
129016,0980177 BC LTD,"HONG ZHAO, LENA",BUSINESS - OUT OF TOWN,,2015,20161115,238,Construction / Specialty trade contractors,,NON-RESIDENT
129755,DIRECTCASH,DIRECTCASH MANAGEMENT INC,350 GIFFORD STNEW WESTMINSTER BC  V3M 7A3,ATM machines at Starlight Casino,2016,20161115,52,Finance & insurance,12581000,NON-RESIDENT
113654,TROTTER & MORTON BLDG TECH INC,TROTTER & MORTON BLDG TECH INC,BUSINESS - OUT OF TOWN,AIR CONDITIONING SYS. 10 EMPLOYEES,1982,20161115,,See BL desk for Business NAICS,,NON-RESIDENT
123460,PHOENIX RESTORATIONS LTD,PHOENIX RESTORATIONS LTD,BUSINESS - OUT OF TOWN,CONTRACTOR - NON RESIDENT,2008,20161115,,See BL desk for Business NAICS,,NON-RESIDENT
127093,PENNINGTON MECHANICAL LTD,PENNINGTON MECHANICAL LTD,BUSINESS - OUT OF TOWN,CONTRACTOR - NON RESIDENT,2012,20161115,,See BL desk for Business NAICS,,NON-RESIDENT
116084,ROTO ROOTER,ROTO ROOTER PLUMBING SVC,BUSINESS - OUT OF TOWN,CONTRACTOR - NON RESIDENT,1999,20161115,,See BL desk for Business NAICS,,NON-RESIDENT
127494,NORTHWIND HEATING LTD,NORTHWIND HEATING LTD,BUSINESS - OUT OF TOWN,CONTRACTOR - NON RESIDENT,2013,20161115,,See BL desk for Business NAICS,,NON-RESIDENT
129605,VERCON CIVIL CONTRACTING LTD,VERCON CIVIL CONTRACTING LTD,BUSINESS - OUT OF TOWN,,2015,20161115,238,Construction / Specialty trade contractors,,NON-RESIDENT
115234,BYNETT CONSTRUCTION SERVICES LTD.,BYNETT CONSTRUCTION SERVICES LTD.,BUSINESS - OUT OF TOWN,3 EMP,1994,20161115,,See BL desk for Business NAICS,,NON-RESIDENT
129285,ML CONSTRUCTION,"POZNANSKI, MARTIN",BUSINESS - OUT OF TOWN,Contractor/general,2015,20161115,238,Construction / Specialty trade contractors,,NON-RESIDENT
129952,LANARC 2015 CONSULTANTS LTD,LANARC 2015 CONSULTANTS LTD,BUSINESS - OUT OF TOWN,Contractor non-resident/landscaping,2016,20161115,238,Construction / Specialty trade contractors,,NON-RESIDENT
124562,TRI-CITY TANK TECH LTD,TRI-CITY TANK TECH LTD,BUSINESS - OUT OF TOWN,CONTRACTOR - NON RESIDENT,2009,20161115,,See BL desk for Business NAICS,,NON-RESIDENT
122883,BRINKS CANADA LTD,BRINKS CANADA LTD,BUSINESS - OUT OF TOWN,ARMOURED TRUCK,2007,20161115,,See BL desk for Business NAICS,,NON-RESIDENT
129296,FORCE MECHANICAL CORP.,FORCE MECHANICAL CORP.,BUSINESS - OUT OF TOWN,Contractor/plumbing and heating,2015,20161115,238,Construction / Specialty trade contractors,,NON-RESIDENT
130227,RIDGE SHEET METAL CORPORATE PARTNERSHIP,RIDGE SHEET METAL CORPORATE PARTNERSHIP,BUSINESS - OUT OF TOWN,Contractor non-resident/sheet metal installation,2016,20161115,238,Construction / Specialty trade contractors,,NON-RESIDENT
129464,THYSSEN KRUPP ELEVATOR,THYSSEN KRUPP ELEVATOR,BUSINESS - OUT OF TOWN,Contractor non-resident/elevator installation/maintenance,2015,20161115,238,Construction / Specialty trade contractors,,NON-RESIDENT
130115,SOMATIC HVAC SOLUTIONS,SOMATIC HVAC SOLUTIONS,BUSINESS - OUT OF TOWN,Contractor non-resident/hvac,2016,20161115,238,Construction / Specialty trade contractors,,NON-RESIDENT
123001,STATUS ELECTRICAL CORPORATION,STATUS ELECTRICAL CORPORATION,BUSINESS - OUT OF TOWN,CONTRACTOR - NON RESIDENT,2007,20161115,,See BL desk for Business NAICS,,NON-RESIDENT
130292,ADVANTAGE TANK REMOVAL 2016 LTD.,ADVANTAGE TANK REMOVAL 2016 LTD.,BUSINESS - OUT OF TOWN,non resident/contractor/ oil tank removal,2016,20161115,238,Construction / Specialty trade contractors,,NON-RESIDENT
129936,"ACME PLUMBING, HEATING & GAS LTD","ACME PLUMBING, HEATING & GAS LTD",BUSINESS - OUT OF TOWN,CONTRACTOR NON-RES PLUMBING & HEATING,2016,20161115,238,Construction / Specialty trade contractors,,NON-RESIDENT
125941,AR OT REHABILITATION SERVICES INC,AR OT REHABILITATION SERVICES INC,BUSINESS - OUT OF TOWN,rehabilitation services provided to clients in their home,2011,20161115,,See BL desk for Business NAICS,,NON-RESIDENT
114215,STANDARD SECURITY SYSTEMS LTD,STANDARD SECURITY SYSTEMS LTD,BUSINESS - OUT OF TOWN,ALARM SERVICE  -  1 - 2 EMPLOYEES,1989,20161115,,See BL desk for Business NAICS,,NON-RESIDENT
120980,ADVANCED SYSTEMS ROOFING & WATERPROOFING LTD,ADVANCED SYSTEMS ROOFING & WATERPROOFING LTD,BUSINESS - OUT OF TOWN,CONTRACTOR - NON RESIDENT,2004,20161115,,See BL desk for Business NAICS,,NON-RESIDENT
129882,J POOK LANDSCAPE AND DESIGN,"POOK, JUSTIN",BUSINESS - OUT OF TOWN,landscape design & maintenance,2016,20161115,238,Construction / Specialty trade contractors,,NON-RESIDENT
120213,TANKTECH ENVIRONMENTAL SERVICES,"GROVES, LAURA & IAN",BUSINESS - OUT OF TOWN,EXCAVATING OIL TANKS,2003,20161115,811,Other services (exc. Public administration) / Repair & maintenance,,NON-RESIDENT
126103,CLAY CONSTRUCTION INC,CLAY CONSTRUCTION INC,BUSINESS - OUT OF TOWN,CONTRACTOR - NON RESIDENT,2011,20161115,,See BL desk for Business NAICS,,NON-RESIDENT
129340,FRED THOMPSON CONTRACTORS (1991) LTD,FRED THOMPSON CONTRACTORS (1991) LTD,BUSINESS - OUT OF TOWN,Contractor non-resident/misc.,2015,20161115,238,Construction / Specialty trade contractors,,NON-RESIDENT
124385,PHOENIX ENTERPRISES LTD,PHOENIX ENTERPRISES LTD,BUSINESS - OUT OF TOWN,REMOVAL OF ASBESTOS CONTAINING MATERIALS,2009,20161115,,See BL desk for Business NAICS,,NON-RESIDENT
121867,MORRISON HERSHFIELD LTD,MORRISON HERSHFIELD LTD,BUSINESS - OUT OF TOWN,CONTRACTOR - NON RESIDENT,2006,20161115,541,"Professional, scientific & technical services / Professional, scientific & technical services",,NON-RESIDENT
113804,PATTISON OUTDOOR - PACIFIC REGION,DIV. OF JIM PATTISON INDUSTRIES LTD,BUSINESS - OUT OF TOWN,ADVERTISING,1982,20161115,541,"Professional, scientific & technical services / Professional, scientific & technical services",,NON-RESIDENT
129945,A.T. WESTSIDE PROJECTS,A.T. WESTSIDE PROJECTS LTD,BUSINESS - OUT OF TOWN,general contractor,2016,20161115,238,Construction / Specialty trade contractors,,NON-RESIDENT
114567,A & B PAVING CO LTD,A & B PAVING CO LTD,BUSINESS - OUT OF TOWN,4 EMPLOYEES,1991,20161115,,See BL desk for Business NAICS,,NON-RESIDENT
