LICENCE,TRADE_NAME,LICENCEE_NAME,CIVIC_ADDRESS,LICENCE_DESCRIPTION,YEAR_OPENED,APPROVED_DATE,SIC,SIC_GROUP,NWID,TYPE
113311,RICK MACDONALD,"MACDONALD, RICK",BUSINESS - OUT OF TOWN,CONTRACTOR - NON RESIDENT,2000,20161115,,See BL desk for Business NAICS,,NON-RESIDENT
130287,NATIONAL PLUMBING & HEATING LTD.,NATIONAL PLUMBING & HEATING LTD.,BUSINESS - OUT OF TOWN,non resident/contractor/plumbing and heating,2016,20161115,238,Construction / Specialty trade contractors,,NON-RESIDENT
124348,ESTEFANI'S MOBILE HAIR SERVICES,"HERNANDEZ, ESTEFANI G",BUSINESS - OUT OF TOWN,HAIR SERVICES TO SENIORS,2009,20161115,,See BL desk for Business NAICS,,NON-RESIDENT
128785,CITY IRRIGATION LTD,CITY IRRIGATION LTD,BUSINESS - OUT OF TOWN,irrigation contractor,2014,20161115,238,Construction / Specialty trade contractors,,NON-RESIDENT
114090,VIKING FIRE PROTECTION INC,VIKING FIRE PROTECTION INC,BUSINESS - OUT OF TOWN,FIRE PROTECTION INSTALLATION-2 EMP.,1988,20161115,,See BL desk for Business NAICS,,NON-RESIDENT
121151,QUEEN CITY TAXI LTD,QUEEN CITY TAXI LTD,BUSINESS - OUT OF TOWN,VEHICLE,2005,20161115,485,Transportation & warehousing / Transit & ground passenger transportation,,NON-RESIDENT
121907,KC'S PLUMBING,502468 BC LTD,BUSINESS - OUT OF TOWN,CONTRACTOR - NON RESIDENT,2006,20161115,,See BL desk for Business NAICS,,NON-RESIDENT
125105,HYTEC WATER MANAGEMENT LTD,HYTEC WATER MANAGEMENT LTD,BUSINESS - OUT OF TOWN,water treatment and management,2010,20161115,,See BL desk for Business NAICS,,NON-RESIDENT
114035,VANCOUVER FIRE & RADIUS SECURITY,VANCOUVER FIRE & RADIUS SECURITY,BUSINESS - OUT OF TOWN,BURGLAR ALARM SYSTEMS - 2 EMPLOYEES,1987,20161115,,See BL desk for Business NAICS,,NON-RESIDENT
124830,HUMMELMAN & SONS CONTRACTING LTD,HUMMELMAN & SONS CONTRACTING LTD,BUSINESS - OUT OF TOWN,CONTRACTOR - NON RESIDENT,2010,20161115,,See BL desk for Business NAICS,,NON-RESIDENT
126523,CJ SECURITY & COMMUNICATION LTD,CJ SECURITY & COMMUNICATION LTD,BUSINESS - OUT OF TOWN,CONTRACTOR - NON RESIDENT,2012,20161115,,See BL desk for Business NAICS,,NON-RESIDENT
130408,11081 DIAMOND CUSTOM HOMES LTD,11081 DIAMOND CUSTOM HOMES LTD,BUSINESS - OUT OF TOWN,contractor non res,2016,20161115,238,Construction / Specialty trade contractors,,NON-RESIDENT
129144,A & A TESTING LTD,A & A TESTING LTD,BUSINESS - OUT OF TOWN,contractor,2015,20161115,238,Construction / Specialty trade contractors,,NON-RESIDENT
130095,PRO-KING CONSTRUCTION LTD,PRO-KING CONSTRUCTION LTD,BUSINESS - OUT OF TOWN,construction,2016,20161115,238,Construction / Specialty trade contractors,,NON-RESIDENT
129905,DRAGON VENTURES LTD,DRAGON VENTURES LTD.,BUSINESS - OUT OF TOWN,Contractor non-resident/Fire alarm,2016,20161115,238,Construction / Specialty trade contractors,,NON-RESIDENT
130060,DNT INSTALLATIONS LTD,DNT INSTALLATIONS LTD,BUSINESS - OUT OF TOWN,Contractor non-resident/hvac & refridgeration,2016,20161115,238,Construction / Specialty trade contractors,,NON-RESIDENT
124313,SHANAHAN'S LIMITED PARTNERSHIP,SHANAHAN'S LIMITED PARTNERSHIP,BUSINESS - OUT OF TOWN,INSTALLATION OF METAL LOCKERS & CEILING DOOR,2009,20161115,,See BL desk for Business NAICS,,NON-RESIDENT
127649,TRILLIUM PROJECT MANAGEMENT LTD,TRILLIUM PROJECT MANAGEMENT LTD,BUSINESS - OUT OF TOWN,CONTRACTOR - NON RESIDENT,2013,20161115,,See BL desk for Business NAICS,,NON-RESIDENT
125622,WMW PUBLIC & ARCHITECTURE & COMMUNICATION INC,WMW PUBLIC & ARCHITECTURE & COMMUNICATION INC,BUSINESS - OUT OF TOWN,PROFESSIONAL PRACTICE,2011,20161115,541,"Professional, scientific & technical services / Professional, scientific & technical services",,NON-RESIDENT
128400,THOMPSON HEATING LTD,THOMPSON HEATING LTD,BUSINESS - OUT OF TOWN,CONTRACTOR - NON RESIDENT,2014,20161115,,See BL desk for Business NAICS,,NON-RESIDENT
130096,H2O CYCLE SOLUTIONS INC,H2O CYCLE SOLUTIONS INC,BUSINESS - OUT OF TOWN,Contractor non-resident/plumbing & heating,2016,20161115,238,Construction / Specialty trade contractors,,NON-RESIDENT
113566,CORONA GAS LTD,CORONA GAS LTD,BUSINESS - OUT OF TOWN,CONTRACTOR - NON RESIDENT,2002,20161115,,See BL desk for Business NAICS,,NON-RESIDENT
113839,ALPHA NEON LTD,ALPHA NEON LTD,BUSINESS - OUT OF TOWN,1-2 EMPLOYEES ONLY,1983,20161115,,See BL desk for Business NAICS,,NON-RESIDENT
127075,KNOW HOW CONSULTING CORP,KNOW HOW CONSULTING CORP,BUSINESS - OUT OF TOWN,CONTRACTOR - NON RESIDENT,2012,20161115,561,"Admin., support, waste mgmt & remed. services / Administrative & support services",,NON-RESIDENT
124642,GARAVENTA LIFT BC,GARAVENTA (CANADA) LTD,BUSINESS - OUT OF TOWN,SUPPLY & INSTALL OF ACCESSIBILITY LIFTS,2010,20161115,,See BL desk for Business NAICS,,NON-RESIDENT
128918,INSITUFORM TECHNOLOGIES LIMITED,INSITUFORM TECHNOLOGIES LIMITED,BUSINESS - OUT OF TOWN,,2014,20161115,238,Construction / Specialty trade contractors,,NON-RESIDENT
130305,4TH UTILITY INC.,4TH UTILITY INC.,BUSINESS - OUT OF TOWN,non resident contractor/cabling systems/wifi,2016,20161115,238,Construction / Specialty trade contractors,,NON-RESIDENT
123993,"VIVINT CANADA, INC","VIVINT CANADA, INC",BUSINESS - OUT OF TOWN,5 DIRECT SELLERS,2009,20161115,561,"Admin., support, waste mgmt & remed. services / Administrative & support services",,NON-RESIDENT
121827,EXP SERVICES INC.,EXP SERVICES INC.,BUSINESS - OUT OF TOWN,CONTRACTOR - NON RESIDENT,2006,20161115,,See BL desk for Business NAICS,,NON-RESIDENT
128790,CENTRA CONSTRUCTION GROUP LTD,CENTRA CONSTRUCTION GROUP LTD,BUSINESS - OUT OF TOWN,general contractor,2014,20161115,238,Construction / Specialty trade contractors,,NON-RESIDENT
130076,WESTWOOD PACIFIC CONSTRUCTION,"TURNER, KEVIN",BUSINESS - OUT OF TOWN,CONTRACTOR NON-RES: GENERAL,2016,20161115,238,Construction / Specialty trade contractors,,NON-RESIDENT
127473,WESTCANA SERVICES INC,WESTCANA SERVICES INC,BUSINESS - OUT OF TOWN,SERVICES,2013,20161115,,See BL desk for Business NAICS,,NON-RESIDENT
130312,JFR CONCRETE REPAIR & WATERPROOFING LTD,JFR CONCRETE REPAIR & WATERPROOFING LTD,BUSINESS - OUT OF TOWN,concrete repair,2016,20161115,238,Construction / Specialty trade contractors,,NON-RESIDENT
123973,URBAN IMPACT RECYCLING LTD,URBAN IMPACT RECYCLING LTD,BUSINESS - OUT OF TOWN,TRUCKS PICKING-UP RECYCLING & SHREDDING MATERIALS,2009,20161115,,See BL desk for Business NAICS,,NON-RESIDENT
122570,FRASER VALLEY VENDING LTD,FRASER VALLEY VENDING LTD,BUSINESS - OUT OF TOWN,NEW WEST PARKS & RECREATION FACILITIES,2006,20161115,454,Retail trade / Non-store retailers,,NON-RESIDENT
113824,VANE LAWN & GARDEN SERVICES LTD.,VANE LAWN & GARDEN SERVICES LTD.,BUSINESS - OUT OF TOWN,1-2 EMP.,1982,20161115,561,"Admin., support, waste mgmt & remed. services / Administrative & support services",,NON-RESIDENT
121870,JRS ENGINEERING LTD,JRS ENGINEERING LTD,BUSINESS - OUT OF TOWN,CONTRACTOR - NON RESIDENT,2006,20161115,541,"Professional, scientific & technical services / Professional, scientific & technical services",,NON-RESIDENT
114342,PEDRE CONTRACTORS LTD,PEDRE CONTRACTORS LTD,BUSINESS - OUT OF TOWN,CONSTRUCTION   3 EMPLOYEES ONLY,1990,20161115,,See BL desk for Business NAICS,,NON-RESIDENT
120006,DP WORLD VANCOUVER,DP WORLD (CANADA) INC,BUSINESS - OUT OF TOWN,MARINE SERVICES - STEVEDORING,2003,20161115,541,"Professional, scientific & technical services / Professional, scientific & technical services",,NON-RESIDENT
129167,QUEEN CITY TAXI LTD,QUEEN CITY TAXI LTD,BUSINESS - OUT OF TOWN,taxi,2015,20161115,485,Transportation & warehousing / Transit & ground passenger transportation,,NON-RESIDENT
122960,PACIFIC MECHANICAL SYSTEMS LTD,PACIFIC MECHANICAL SYSTEMS LTD,BUSINESS - OUT OF TOWN,CONTRACTOR - NON RESIDENT,2007,20161115,,See BL desk for Business NAICS,,NON-RESIDENT
129695,WQC MECHANICAL LTD,WQC MECHANICAL LTD,BUSINESS - OUT OF TOWN,Contractor non-resident/plumbing & heating,2016,20161115,238,Construction / Specialty trade contractors,,NON-RESIDENT
130098,EYFORD CONSTRUCTION LTD,EYFORD CONSTRUCTION LTD,BUSINESS - OUT OF TOWN,Contractor non-resident/general,2016,20161115,238,Construction / Specialty trade contractors,,NON-RESIDENT
129743,VEER EXCAVATING INC,VEER EXCAVATING INC,BUSINESS - OUT OF TOWN,Contractor non-resident/excavating,2016,20161115,238,Construction / Specialty trade contractors,,NON-RESIDENT
113787,QUEST METAL WORKS LIMITED,QUEST METAL WORKS LIMITED,BUSINESS - OUT OF TOWN,1-2 EMPLOYEES ONLY,1982,20161115,,See BL desk for Business NAICS,,NON-RESIDENT
129465,MG FIRE,MG FIRE PROTECTION LTD,BUSINESS - OUT OF TOWN,Contractor non-resident/sprinkler installation,2015,20161115,238,Construction / Specialty trade contractors,,NON-RESIDENT
127175,AJAC CONSTRUCTION & EXCAVATING,"FLAVIANI, MICHAEL",BUSINESS - OUT OF TOWN,CONTRACTOR - NON RESIDENT,2012,20161115,,See BL desk for Business NAICS,,NON-RESIDENT
114627,FRASER VALLEY REFRIGERATION LTD.,FRASER VALLEY REFRIGERATION LTD.,BUSINESS - OUT OF TOWN,3 EMPLOYEES,1991,20161115,,See BL desk for Business NAICS,,NON-RESIDENT
129307,PANESAR CONSTRUCTION GROUP,PANESAR CONSTRUCTION GROUP INC,BUSINESS - OUT OF TOWN,Contractor non-resident/general,2015,20161115,238,Construction / Specialty trade contractors,,NON-RESIDENT
128640,ROYAL DRIVING SCHOOL,"ORTIZ, JOSE",BUSINESS - OUT OF TOWN,Driving Instruction,2014,20161115,61,Educational services,,NON-RESIDENT
127677,NEUTRON FACTORY WORKS INC.,NEUTRON FACTORY WORKS INC.,BUSINESS - OUT OF TOWN,CONTRACTOR - NON RESIDENT,2013,20161115,,See BL desk for Business NAICS,,NON-RESIDENT
129972,RIBBON FIT,"GERRY, OLGA",BUSINESS - OUT OF TOWN,Services/fitness/dance instructor,2016,20161115,81,Other services (exc. Public administration),,NON-RESIDENT
129516,WALES MCLELLAND CONSTRUCTION COMPANY (1988) LTD,WALES MCLELLAND CONSTRUCTION COMPANY (1988) LTD,BUSINESS - OUT OF TOWN,Contractor non-resident/general,2015,20161115,238,Construction / Specialty trade contractors,,NON-RESIDENT
130097,GATOR EXCAVATING LTD,GATOR EXCAVATING LTD,BUSINESS - OUT OF TOWN,Contractor non-resident/excavation,2016,20161115,238,Construction / Specialty trade contractors,,NON-RESIDENT
128843,ENVIRO-VAC DIVISION OF PARAGON REMEDIATION GROUP LTD,PARAGON BUSINESS SERVICES LTD,BUSINESS - OUT OF TOWN,hazardous materials abatement contractor,2014,20161115,238,Construction / Specialty trade contractors,,NON-RESIDENT
129545,OUR HOUSE HOME INS. & CONS. SERVICES,"DE VILLA, ROGER",BUSINESS - OUT OF TOWN,Contractor non-resident/home inspection,2015,20161115,238,Construction / Specialty trade contractors,,NON-RESIDENT
114718,COIT SERVICES,COIT SERVICES,BUSINESS - OUT OF TOWN,CONTRACTOR - NON RESIDENT,1992,20161115,,See BL desk for Business NAICS,,NON-RESIDENT
121438,HERITAGE RENOVATIONS,"REMPEL, ROBERT",BUSINESS - OUT OF TOWN,CONTRACTOR - NON RESIDENT,2005,20161115,,See BL desk for Business NAICS,,NON-RESIDENT
115485,POLYCRETE RESTORATIONS LTD.,POLYCRETE RESTORATIONS LTD.,BUSINESS - OUT OF TOWN,3 EMP,1995,20161115,,See BL desk for Business NAICS,,NON-RESIDENT
129130,SUPER INSULATION,"SINGH, GURDIALMINHAS, AJITPAL",BUSINESS - OUT OF TOWN,Contractor non-resident/insulation,2015,20161115,238,Construction / Specialty trade contractors,,NON-RESIDENT
127974,HATCH CORPORATION,HATCH CORPORATION,BUSINESS - OUT OF TOWN,CONTRACTOR - NON RESIDENT,2013,20161115,,See BL desk for Business NAICS,,NON-RESIDENT
129530,HOMEBUILDERS GROUP,CANADA INVEST HOLDINGS LTD,BUSINESS - OUT OF TOWN,,2015,20161115,238,Construction / Specialty trade contractors,,NON-RESIDENT
129662,ADT CANADA INC.,ADT CANADA INC.,BUSINESS - OUT OF TOWN,Security Systems,2016,20161115,238,Construction / Specialty trade contractors,,NON-RESIDENT
130007,SZEBE DESIGN & CONSTRUCTION LTD,SZEBE DESIGN & CONSTRUCTION LTD,BUSINESS - OUT OF TOWN,Contractor non-resident/general,2016,20161115,238,Construction / Specialty trade contractors,,NON-RESIDENT
129861,MAINLAND CIVIL SITE SERVICES INC,MAINLAND CIVIL SITE SERVICES INC.,BUSINESS - OUT OF TOWN,CIVIL CONSTRUCTION,2016,20161115,238,Construction / Specialty trade contractors,,NON-RESIDENT
114992,FIRE PRO FIRE PROTECTION LTD.,FIRE PRO FIRE PROTECTION LTD.,BUSINESS - OUT OF TOWN,1-2 EMP.  SPRINKLER INSTALLER,1993,20161115,,See BL desk for Business NAICS,,NON-RESIDENT
129759,EASY CAR FIX,"CHEBOTAROV, OLEKSHODR",BUSINESS - OUT OF TOWN,mobile vehicle diagnostics,2016,20161115,81,Other services (exc. Public administration),,NON-RESIDENT
120384,RUSSELL MECHANICAL SYSTEMS LTD,RUSSELL MECHANICAL SYSTEMS LTD,BUSINESS - OUT OF TOWN,CONTRACTOR - NON RESIDENT,2003,20161115,,See BL desk for Business NAICS,,NON-RESIDENT
129543,HEADWATER MANAGEMENT LTD,HEADWATER MANAGEMENT LTD,BUSINESS - OUT OF TOWN,Contractor non-resident/excavation,2015,20161115,238,Construction / Specialty trade contractors,,NON-RESIDENT
125779,ALL-PRO OIL TANK REMOVAL,ALL-PRO OIL TANK REMOVAL LTD,BUSINESS - OUT OF TOWN,Oil tank removal contractor,2011,20161115,,See BL desk for Business NAICS,,NON-RESIDENT
114869,WEBIR AUTOMATION & CONTR.SERV. LTD.,WEBIR AUTOMATION & CONTR.SERV. LTD.,BUSINESS - OUT OF TOWN,TEMP CONTROLS MAINT. -  1 - 2 EMP,1992,20161115,,See BL desk for Business NAICS,,NON-RESIDENT
113693,JACK CEWE LTD.,JACK CEWE LTD.,BUSINESS - OUT OF TOWN,BLACKTOP   6 EMPLOYEES ONLY,1982,20161115,,See BL desk for Business NAICS,,NON-RESIDENT
125582,PITNEY BOWES OF CANADA LTD,PITNEY BOWES OF CANADA LTD,BUSINESS - OUT OF TOWN,SERVICE OF OFFICE EQUIPMENT,2011,20161115,,See BL desk for Business NAICS,,NON-RESIDENT
124670,AXIOM BUILDERS INC,AXIOM BUILDERS INC,BUSINESS - OUT OF TOWN,CONTRACTOR - NON RESIDENT,2010,20161115,,See BL desk for Business NAICS,,NON-RESIDENT
114456,FRED WELSH LTD,FRED WELSH LTD,BUSINESS - OUT OF TOWN,1-2 EMPLOYEES ONLY,1991,20161115,,See BL desk for Business NAICS,,NON-RESIDENT
130403,615837 BC LTD,615837 BC LTD,BUSINESS - OUT OF TOWN,Contractor non-resident/general,2016,20161115,238,Construction / Specialty trade contractors,,NON-RESIDENT
113936,ATLAS ALARMS LTD,ATLAS ALARMS LTD,BUSINESS - OUT OF TOWN,SECURITY SYSTEMS   1-2 EMPLOYEES,1985,20161115,,See BL desk for Business NAICS,,NON-RESIDENT
122158,MAR-TECH UNDERGROUND SERVICES LTD,MAR-TECH UNDERGROUND SERVICES LTD,BUSINESS - OUT OF TOWN,PIPE LINE SERVICES/VIDEO INSPECTION/CLEANING/GROUTING ETC,2006,20161115,,See BL desk for Business NAICS,,NON-RESIDENT
125881,JQ MECHANICAL,JQ MECHANICAL,BUSINESS - OUT OF TOWN,CONTRACTOR - NON RESIDENT,2011,20161115,,See BL desk for Business NAICS,,NON-RESIDENT
113655,ALPHA MECHANICAL CONTRACTING LTD,ALPHA MECHANICAL CONTRACTING LTD,BUSINESS - OUT OF TOWN,1-2 EMPLOYEES ONLY,1982,20161115,,See BL desk for Business NAICS,,NON-RESIDENT
129598,ENVIROWEST CONSULTANTS INC,ENVIROWEST CONSULTANTS INC,BUSINESS - OUT OF TOWN,Contractor non-resident/Environmental consulting,2015,20161115,238,Construction / Specialty trade contractors,,NON-RESIDENT
125552,MATCON CIVIL CONSTRUCTORS INC,MATCON CIVIL CONSTRUCTORS INC,BUSINESS - OUT OF TOWN,CONTRACTOR - NON RESIDENT,2011,20161115,,See BL desk for Business NAICS,,NON-RESIDENT
124351,SUMMITT ENERGY,SUMMITT ENERGY BC LP,BUSINESS - OUT OF TOWN,SERVICES,2009,20161115,,See BL desk for Business NAICS,,NON-RESIDENT
129345,CUSTOM WORKS - A DIVISION OF LONDON DRUGS LTD,CUSTOM WORKS - A DIVISION OF LONDON DRUGS LTD,BUSINESS - OUT OF TOWN,Contractor non- resident/audio visual installation,2015,20161115,238,Construction / Specialty trade contractors,,NON-RESIDENT
130286,LAWNS PLUS,"DOMNICH, PAUL",BUSINESS - OUT OF TOWN,contractor/non resident/landscaping,2016,20161115,238,Construction / Specialty trade contractors,,NON-RESIDENT
125755,SHIP'S CHANDLER,"CAJUGUIRAN, FELITA  A",BUSINESS - OUT OF TOWN,CONTRACTOR - NON RESIDENT,2011,20161115,,See BL desk for Business NAICS,,NON-RESIDENT
127805,C&T ENTERPRISES & SHIP CHANDLER,C&T ENTERPRISES & SHIP CHANDLER,BUSINESS - OUT OF TOWN,SERVICES,2013,20161115,,See BL desk for Business NAICS,,NON-RESIDENT
129314,MAC TOOLS,SPROCKET ENTERPRISES LTD,BUSINESS - OUT OF TOWN,,2015,20161115,,See BL desk for Business NAICS,,NON-RESIDENT
129834,IDEAL SIGNS LTD,IDEAL SIGNS LTD,BUSINESS - OUT OF TOWN,,2016,20161115,238,Construction / Specialty trade contractors,,NON-RESIDENT
121225,CARRIER COMMERCIAL SERVICE - A DIVISION OF UTC CANADA CORPORATION,CARRIER COMMERCIAL SERVICE -A DIVISION OF UTC CANADA CORPORATION,BUSINESS - OUT OF TOWN,HVAC CONTRACTOR - REFRIGERATION,2005,20161115,,See BL desk for Business NAICS,,NON-RESIDENT
127644,ORKIN PEST CONTROL,ORKIN CANADA CORPORATION,BUSINESS - OUT OF TOWN,PEST CONTROL,2013,20161115,561,"Admin., support, waste mgmt & remed. services / Administrative & support services",,NON-RESIDENT
127178,INSPECT FIRE PROTECTION LTD,INSPECT FIRE PROTECTION LTD,BUSINESS - OUT OF TOWN,CONTRACTOR - NON RESIDENT,2012,20161115,,See BL desk for Business NAICS,,NON-RESIDENT
129913,ABNEY ROOFING LTD,ABNEY ROOFING LTD,BUSINESS - OUT OF TOWN,Contractor non-resident/roofing,2016,20161115,238,Construction / Specialty trade contractors,,NON-RESIDENT
126083,CAM SERVICES,"FARRELL, CAM C",BUSINESS - OUT OF TOWN,CONTRACTOR - NON RESIDENT,2011,20161115,,See BL desk for Business NAICS,,NON-RESIDENT
129011,WHONNOCK ROOFING LTD,WHONNOCK ROOFING LTD,BUSINESS - OUT OF TOWN,roofing contractor,2015,20161115,238,Construction / Specialty trade contractors,,NON-RESIDENT
127537,BC PLANT HEALTH CARE INC,BC PLANT HEALTH CARE INC,BUSINESS - OUT OF TOWN,CONTRACTOR - NON RESIDENT,2013,20161115,561,"Admin., support, waste mgmt & remed. services / Administrative & support services",,NON-RESIDENT
114927,OCEAN PACIFIC RESTORATION LTD.,OCEAN PACIFIC RESTORATION LTD.,BUSINESS - OUT OF TOWN,RESTORATIONS   3 EMPLOYEES,2011,20161115,,See BL desk for Business NAICS,,NON-RESIDENT
129993,JIM'S MOWING (BALLANTYNE),"HUMPHREY, ALEXANDER",BUSINESS - OUT OF TOWN,Contractor non-resident,2016,20161115,238,Construction / Specialty trade contractors,,NON-RESIDENT
127333,SIMMAX MAXWELL CORP,SIMMAX MAXWELL CORP,BUSINESS - OUT OF TOWN,SERVICE INDUSTRIAL ENGINES & GENSETS,2013,20161115,,See BL desk for Business NAICS,,NON-RESIDENT
113685,CANADIAN LINEN AND UNIFORM SERVICE,CANADIAN LINEN AND UNIFORM SERVICE,BUSINESS - OUT OF TOWN,LINEN SUPPLY SERVICE,1982,20161115,561,"Admin., support, waste mgmt & remed. services / Administrative & support services",,NON-RESIDENT
123553,BLOOMTIME DESIGNS LTD,BLOOMTIME DESIGNS LTD,BUSINESS - OUT OF TOWN,CONTRACTOR - NON RESIDENT,2008,20161115,,See BL desk for Business NAICS,,NON-RESIDENT
130346,STAR ELECTRICAL SOLUTIONS LTD,STAR ELECTRICAL SOLUTIONS LTD,BUSINESS - OUT OF TOWN,electrical contractor,2016,20161115,238,Construction / Specialty trade contractors,,NON-RESIDENT
124916,APLIN & MARTIN CONSULTANTS LTD,APLIN & MARTIN CONSULTANTS LTD,BUSINESS - OUT OF TOWN,CONTRACTOR - NON RESIDENT,2010,20161115,,See BL desk for Business NAICS,,NON-RESIDENT
127606,W.S. FIRE PROTECTION LTD,W.S. FIRE PROTECTION LTD,BUSINESS - OUT OF TOWN,CONTRACTOR - NON RESIDENT,2013,20161115,,See BL desk for Business NAICS,,NON-RESIDENT
115928,STANDARD INSULATION & SIDINGLTD,STANDARD INSULATION & SIDING LTD,BUSINESS - OUT OF TOWN,CONTRACTOR - NON RESIDENT,1997,20161115,,See BL desk for Business NAICS,,NON-RESIDENT
130133,PARAM DEVELOPMENT LTD,PARAM DEVELOPMENT LTD,BUSINESS - OUT OF TOWN,CONTRACTOR NON RESIDENT,2016,20161115,238,Construction / Specialty trade contractors,,NON-RESIDENT
121860,HORACE ENGINEERING LTD,HORACE ENGINEERING LTD,BUSINESS - OUT OF TOWN,CONTRACTOR - NON RESIDENT,2006,20161115,541,"Professional, scientific & technical services / Professional, scientific & technical services",,NON-RESIDENT
129414,EXLAND CONSTRUCTION MANAGEMENT INC,EKLAND CONSTRUCTION MANAGEMENT INC,BUSINESS - OUT OF TOWN,Contractor non-resident/general,2015,20161115,238,Construction / Specialty trade contractors,,NON-RESIDENT
128488,TOWNCITY PLUMBING & HEATING,"VINCENZI, ROBERTO",BUSINESS - OUT OF TOWN,CONTRACTOR - NON RESIDENT,2014,20161115,,See BL desk for Business NAICS,,NON-RESIDENT
121896,ABC PIPE CLEANING SERVICES LTD,ABC PIPE CLEANING SERVICES LTD,BUSINESS - OUT OF TOWN,CONTRACTOR - NON RESIDENT,2006,20161115,,See BL desk for Business NAICS,,NON-RESIDENT
114188,TORRESAN PLUMBING & HEATING LTD.,TORRESAN PLUMBING & HEATING LTD.,BUSINESS - OUT OF TOWN,1-2 EMPLOYEES ONLY,1989,20161115,,See BL desk for Business NAICS,,NON-RESIDENT
126910,SAGE CONSTRUCTION LTD,SAGE CONSTRUCTION LTD,BUSINESS - OUT OF TOWN,CONTRACTOR - NON RESIDENT,2012,20161115,,See BL desk for Business NAICS,,NON-RESIDENT
113755,HADDON HOLDINGS LTD.,HADDON HOLDINGS LTD.,BUSINESS - OUT OF TOWN,APPLIANCE INSTALLATION & REPAIR,1982,20161115,,See BL desk for Business NAICS,,NON-RESIDENT
130391,MONOLITH DESIGN BUILD LTD,MONOLITH BUILD DESIGN LTD,BUSINESS - OUT OF TOWN,contractor home builder,2016,20161115,238,Construction / Specialty trade contractors,,NON-RESIDENT
127041,C.M.J. HEATING LTD,C.M.J. HEATING LTD,BUSINESS - OUT OF TOWN,CONTRACTOR - NON RESIDENT,2012,20161115,,See BL desk for Business NAICS,,NON-RESIDENT
130244,GO SECURITY SYSTEMS LTD,GO SECURITY SYSTEMS LTD,BUSINESS - OUT OF TOWN,Contractor non-resident/security alarms,2016,20161115,238,Construction / Specialty trade contractors,,NON-RESIDENT
115542,OCEAN PARK MECHANICAL LTD.,OCEAN PARK MECHANICAL LTD.,BUSINESS - OUT OF TOWN,2 EMP,1996,20161115,,See BL desk for Business NAICS,,NON-RESIDENT
113840,SCOTT SECURITY SYSTEMS LTD,SCOTT SECURITY SYSTEMS LTD,BUSINESS - OUT OF TOWN,SECURITY SYSTEMS   1-2 EMPLOYEES,1983,20161115,,See BL desk for Business NAICS,,NON-RESIDENT
129313,TDN CONSTRUCTORS GROUP INC,TDN CONSTRUCTORS GROUP INC,BUSINESS - OUT OF TOWN,,2015,20161115,238,Construction / Specialty trade contractors,,NON-RESIDENT
129874,FOCAL POINT LANDSCAPE SOLUTIONS LTD,FOCAL POINT LANDSCAPE SOLUTIONS LTD,BUSINESS - OUT OF TOWN,Contractor non-resident/landscaping,2016,20161115,238,Construction / Specialty trade contractors,,NON-RESIDENT
125640,CRO PLUMBING & HEATING LTD,CRO PLUMBING & HEATING LTD,BUSINESS - OUT OF TOWN,CONTRACTOR - NON RESIDENT,2011,20161115,,See BL desk for Business NAICS,,NON-RESIDENT
126391,PERFORMANCE CONTRACTING LTD,PERFORMANCE CONTRACTING LTD,BUSINESS - OUT OF TOWN,CONTRACTOR - NON RESIDENT,2012,20161115,,See BL desk for Business NAICS,,NON-RESIDENT
129041,THE BREWERY DISTRICT DEVELOPMENTS LTD,THE BREWERY DISTRICT DEVELOPMENTS LTD,BUSINESS - OUT OF TOWN,general contractor,2015,20161115,238,Construction / Specialty trade contractors,,NON-RESIDENT
125492,LMDG BUILDING CODE CONSULTANTS LTD,LMDG BUILDING CODE CONSULTANTS LTD,BUSINESS - OUT OF TOWN,Fire Protection Systems,2011,20161115,,See BL desk for Business NAICS,,NON-RESIDENT
114436,LAN-LETTER ART NEON LTD,LAN-LETTER ART NEON LTD,BUSINESS - OUT OF TOWN,1-2 EMPLOYEES ONLY,1991,20161115,,See BL desk for Business NAICS,,NON-RESIDENT
125767,BORTOLO AND SONS PAVING CO. LTD.,BORTOLO AND SONS PAVING CO. LTD.,BUSINESS - OUT OF TOWN,CONTRACTOR - NON RESIDENT,2011,20161115,,See BL desk for Business NAICS,,NON-RESIDENT
124574,THE GARDEN GROOMER/CB LANDSCAPING,"BLANCARD, CLIFF",BUSINESS - OUT OF TOWN,CONTRACTOR - NON RESIDENT,2010,20161115,,See BL desk for Business NAICS,,NON-RESIDENT
129166,QUEEN CTIY TAXI LTD,QUEEN CITY TAXI LTD,BUSINESS - OUT OF TOWN,taxi,2015,20161115,485,Transportation & warehousing / Transit & ground passenger transportation,,NON-RESIDENT
123328,SCOTTS PRESSURE WASH,HORSLEY & SONS AUTO REPAIR CENTRE,BUSINESS - OUT OF TOWN,PRESSURE WASHING/FLEET WASHING,2008,20161115,,See BL desk for Business NAICS,,NON-RESIDENT
113600,CLOVERDALE DISPOSAL LTD,CLOVERDALE DISPOSAL LTD,BUSINESS - OUT OF TOWN,SERVICES,2002,20161115,562,"Admin., support, waste mgmt & remed. services / Waste management & remediation services",,NON-RESIDENT
123178,SKYVIEW MECHANICAL LTD,SKYVIEW MECHANICAL LTD,BUSINESS - OUT OF TOWN,CONTRACTOR - NON RESIDENT,2008,20161115,,See BL desk for Business NAICS,,NON-RESIDENT
