Y,X,Sign_Code,Sign_ID,Traffic_Direction,Meter_Type,Shared_With,Sign_Definition
49.212619,-122.936683,PM-03,0909A,NB,Single,,2 HOUR METER
49.21216,-122.936364,PM-03,0910A,SB,Double,0908A,2 HOUR METER
49.212882,-122.937015,PM-03,0911A,NB,Double,0913A,2 HOUR METER
49.212246,-122.936473,PM-03,0912A,SB,Double,0914A,2 HOUR METER
49.212882,-122.937015,PM-03,0913A,NB,Double,0911A,2 HOUR METER
49.212246,-122.936473,PM-03,0914A,SB,Double,0912A,2 HOUR METER
49.212981,-122.937139,PM-03,0915A,NB,Double,0917A,2 HOUR METER
49.212296,-122.936536,PM-03,0916A,SB,Single,,2 HOUR METER
49.212981,-122.937139,PM-03,0917A,NB,Double,0915A,2 HOUR METER
49.212765,-122.93713,PM-03,0918A,SB,Single,,2 HOUR METER
49.213066,-122.937246,PM-03,0919A,NB,Single,,2 HOUR METER
49.212857,-122.937246,PM-03,0920A,SB,Double,0922A,2 HOUR METER
49.212857,-122.937246,PM-03,0922A,SB,Double,0920A,2 HOUR METER
49.212941,-122.93735,PM-03,0924A,SB,Double,0926A,2 HOUR METER
49.212941,-122.93735,PM-03,0926A,SB,Double,0924A,2 HOUR METER
49.213029,-122.937459,PM-03,0928A,SB,Double,0930A,2 HOUR METER
49.213029,-122.937459,PM-03,0930A,SB,Double,0928A,2 HOUR METER
49.213117,-122.937572,PM-03,0932A,SB,Double,0934A,2 HOUR METER
49.213117,-122.937572,PM-03,0934A,SB,Double,0932A,2 HOUR METER
49.201659,-122.915997,PM-03,09A01,WB,Double,09A03,2 HOUR METER
49.201659,-122.915997,PM-03,09A03,WB,Double,09A01,2 HOUR METER
49.201624,-122.91606,PM-03,09A05,WB,Double,09A07,2 HOUR METER
49.201624,-122.91606,PM-03,09A07,WB,Double,09A05,2 HOUR METER
49.201588,-122.916124,PM-03,09A09,WB,Double,09A11,2 HOUR METER
49.201588,-122.916124,PM-03,09A11,WB,Double,09A09,2 HOUR METER
49.201554,-122.91619,PM-03,09A13,WB,Double,09A15,2 HOUR METER
49.201554,-122.91619,PM-03,09A15,WB,Double,09A13,2 HOUR METER
49.201518,-122.916252,PM-03,09A17,WB,Double,09A19,2 HOUR METER
49.201518,-122.916252,PM-03,09A19,WB,Double,09A17,2 HOUR METER
49.200891,-122.914999,PM-03,09F01,WB,Double,09F03,2 HOUR METER
49.200891,-122.914999,PM-03,09F03,WB,Double,09F01,2 HOUR METER
49.200821,-122.915128,PM-03,09F05,WB,Double,09F07,2 HOUR METER
49.200821,-122.915128,PM-03,09F07,WB,Double,09F05,2 HOUR METER
49.200752,-122.915257,PM-03,09F09,WB,Double,09F11,2 HOUR METER
49.200752,-122.915257,PM-03,09F11,WB,Double,09F09,2 HOUR METER
49.201696,-122.911898,PM-03,00J13,NB,Double,00J11,2 HOUR METER
49.222655,-122.892839,PM-04,A0101,NB,Double,A0103,10 HOUR METER
49.222899,-122.893055,PM-04,A0102,SB,Single,,10 HOUR METER
49.222655,-122.892839,PM-04,A0103,NB,Double,A0101,10 HOUR METER
49.223013,-122.893051,PM-04,A0104,SB,Double,A0106,10 HOUR METER
49.222765,-122.892835,PM-04,A0105,NB,Double,A0107,10 HOUR METER
49.223013,-122.893051,PM-04,A0106,SB,Double,A0104,10 HOUR METER
49.222765,-122.892835,PM-04,A0107,NB,Double,A0105,10 HOUR METER
49.223183,-122.893045,PM-04,A0108,SB,Single,,10 HOUR METER
49.222868,-122.892834,PM-04,A0109,NB,Single,,10 HOUR METER
49.223019,-122.892829,PM-04,A0111,NB,Single,,10 HOUR METER
49.223516,-122.89282,PM-04,A0113,NB,Double,A0115,10 HOUR METER
49.223516,-122.89282,PM-04,A0115,NB,Double,A0113,10 HOUR METER
49.223632,-122.892816,PM-04,A0117,NB,Double,A0119,10 HOUR METER
49.223632,-122.892816,PM-04,A0119,NB,Double,A0117,10 HOUR METER
49.223745,-122.892813,PM-04,A0201,NB,Double,A0203,10 HOUR METER
49.223917,-122.893034,PM-04,A0202,SB,Single,,10 HOUR METER
49.223745,-122.892813,PM-04,A0203,NB,Double,A0201,10 HOUR METER
49.22404,-122.893031,PM-04,A0204,SB,Single,,10 HOUR METER
49.223857,-122.892809,PM-04,A0205,NB,Double,A0207,10 HOUR METER
49.224131,-122.89303,PM-04,A0206,SB,Double,A0208,10 HOUR METER
49.223857,-122.892809,PM-04,A0207,NB,Double,A0205,10 HOUR METER
49.224131,-122.89303,PM-04,A0208,SB,Double,A0206,10 HOUR METER
49.223969,-122.892807,PM-04,A0209,NB,Double,A0211,10 HOUR METER
49.224306,-122.893025,PM-04,A0210,SB,Single,,10 HOUR METER
49.223969,-122.892807,PM-04,A0211,NB,Double,A0209,10 HOUR METER
49.224423,-122.893023,PM-01,A0212,SB,Double,A0214,15 MINUTE METER
49.224082,-122.892803,PM-04,A0213,NB,Double,A0215,10 HOUR METER
49.224423,-122.893023,PM-01,A0214,SB,Double,A0212,15 MINUTE METER
49.224082,-122.892803,PM-04,A0215,NB,Double,A0213,10 HOUR METER
49.224839,-122.893,PM-03,A0216,SB,Double,A0218,2 HOUR METER
49.224196,-122.892799,PM-04,A0217,NB,Double,A0219,10 HOUR METER
49.224839,-122.893,PM-03,A0218,SB,Double,A0216,2 HOUR METER
49.224196,-122.892799,PM-04,A0219,NB,Double,A0217,10 HOUR METER
49.224951,-122.892998,PM-03,A0220,SB,Double,A0222,2 HOUR METER
49.22431,-122.892796,PM-04,A0221,NB,Double,A0223,10 HOUR METER
49.224951,-122.892998,PM-03,A0222,SB,Double,A0220,2 HOUR METER
49.22431,-122.892796,PM-04,A0223,NB,Double,A0221,10 HOUR METER
49.225195,-122.892991,PM-03,A0224,SB,Double,A0226,2 HOUR METER
49.224426,-122.892793,PM-04,A0225,NB,Double,A0227,10 HOUR METER
49.225195,-122.892991,PM-03,A0226,SB,Double,A0224,2 HOUR METER
49.224426,-122.892793,PM-04,A0227,NB,Double,A0225,10 HOUR METER
49.224787,-122.892785,PM-04,A0229,NB,Double,A0231,10 HOUR METER
49.224787,-122.892785,PM-04,A0231,NB,Double,A0229,10 HOUR METER
49.2249,-122.892781,PM-04,A0233,NB,Double,A0235,10 HOUR METER
49.2249,-122.892781,PM-04,A0235,NB,Double,A0233,10 HOUR METER
49.22501,-122.892778,PM-04,A0237,NB,Double,A0239,10 HOUR METER
49.22501,-122.892778,PM-04,A0239,NB,Double,A0237,10 HOUR METER
49.225121,-122.892775,PM-04,A0241,NB,Double,A0243,10 HOUR METER
49.225121,-122.892775,PM-04,A0243,NB,Double,A0241,10 HOUR METER
49.225235,-122.892772,PM-04,A0245,NB,Double,A0247,10 HOUR METER
49.225235,-122.892772,PM-04,A0247,NB,Double,A0245,10 HOUR METER
49.225346,-122.892767,PM-04,A0249,NB,Double,A0251,10 HOUR METER
49.225346,-122.892767,PM-04,A0251,NB,Double,A0249,10 HOUR METER
49.2263,-122.892757,PM-03,A0301,NB,Double,A0303,2 HOUR METER
49.225882,-122.892976,PM-03,A0302,SB,Single,,2 HOUR METER
49.2263,-122.892757,PM-03,A0303,NB,Double,A0301,2 HOUR METER
49.225974,-122.892973,PM-03,A0304,SB,Double,A0306,2 HOUR METER
49.225974,-122.892973,PM-03,A0306,SB,Double,A0304,2 HOUR METER
49.226081,-122.892968,PM-03,A0308,SB,Double,A0310,2 HOUR METER
49.226081,-122.892968,PM-03,A0310,SB,Double,A0308,2 HOUR METER
49.22619,-122.892964,PM-03,A0312,SB,Double,A0312,2 HOUR METER
49.22619,-122.892964,PM-03,A0314,SB,Double,A0310,2 HOUR METER
49.226618,-122.892953,PM-02,A0316,SB,Single,,30 MINUTE METER
49.226724,-122.892952,PM-02,A0318,SB,Double,A0320,30 MINUTE METER
49.226724,-122.892952,PM-02,A0320,SB,Double,A0318,30 MINUTE METER
49.227001,-122.892943,PM-03,A0322,SB,Single,,2 HOUR METER
49.227108,-122.892941,PM-03,A0324,SB,Double,A0326,2 HOUR METER
49.227108,-122.892941,PM-03,A0326,SB,Double,A0324,2 HOUR METER
49.227218,-122.892936,PM-03,A0328,SB,Double,A0330,2 HOUR METER
49.227218,-122.892936,PM-03,A0330,SB,Double,A0328,2 HOUR METER
49.22733,-122.892935,PM-03,A0332,SB,Double,A0334,2 HOUR METER
49.22733,-122.892935,PM-03,A0334,SB,Double,A0332,2 HOUR METER
49.227445,-122.892932,PM-03,A0336,SB,Double,A0338,2 HOUR METER
49.227445,-122.892932,PM-03,A0338,SB,Double,A0336,2 HOUR METER
49.228283,-122.892704,PM-03,A0401,NB,Double,A0403,2 HOUR METER
49.228075,-122.892915,PM-03,A0402,SB,Single,,2 HOUR METER
49.228283,-122.892704,PM-03,A0403,NB,Double,A0401,2 HOUR METER
49.228184,-122.892912,PM-03,A0404,SB,Double,A0406,2 HOUR METER
49.228403,-122.8927,PM-03,A0405,NB,Double,A0407,2 HOUR METER
49.228184,-122.892912,PM-03,A0406,SB,Double,A0404,2 HOUR METER
49.228403,-122.8927,PM-03,A0407,NB,Double,A0405,2 HOUR METER
49.228297,-122.892908,PM-03,A0408,SB,Double,A0410,2 HOUR METER
49.228629,-122.892695,PM-03,A0409,NB,Double,A0411,2 HOUR METER
49.228297,-122.892908,PM-03,A0410,SB,Double,A0408,2 HOUR METER
49.228629,-122.892695,PM-03,A0411,NB,Double,A0409,2 HOUR METER
49.228414,-122.892905,PM-03,A0412,SB,Double,A0414,2 HOUR METER
49.228744,-122.892692,PM-03,A0413,NB,Double,A0415,2 HOUR METER
49.228414,-122.892905,PM-03,A0414,SB,Double,A0412,2 HOUR METER
49.228744,-122.892692,PM-03,A0415,NB,Double,A0413,2 HOUR METER
49.228663,-122.892896,PM-03,A0416,SB,Single,,2 HOUR METER
49.228835,-122.892689,PM-03,A0417,NB,Double,A0419,2 HOUR METER
49.228715,-122.892897,PM-03,A0418,SB,Double,A0420,2 HOUR METER
49.228835,-122.892689,PM-03,A0419,NB,Double,A0417,2 HOUR METER
49.228715,-122.892897,PM-03,A0420,SB,Double,A0418,2 HOUR METER
49.228955,-122.892685,PM-03,A0421,NB,Double,A0423,2 HOUR METER
49.228832,-122.892894,PM-03,A0422,SB,Double,A0424,2 HOUR METER
49.228955,-122.892685,PM-03,A0423,NB,Double,A0421,2 HOUR METER
49.228832,-122.892894,PM-03,A0424,SB,Double,A0422,2 HOUR METER
49.229074,-122.892681,PM-03,A0425,NB,Double,A0427,2 HOUR METER
49.228948,-122.89289,PM-03,A0426,SB,Double,A0428,2 HOUR METER
49.229074,-122.892681,PM-03,A0427,NB,Double,A0425,2 HOUR METER
49.228948,-122.89289,PM-03,A0428,SB,Double,A0426,2 HOUR METER
49.229195,-122.892677,PM-03,A0429,NB,Double,A0431,2 HOUR METER
49.229198,-122.892882,PM-03,A0430,SB,Double,A0432,2 HOUR METER
49.229195,-122.892677,PM-03,A0431,NB,Double,A0429,2 HOUR METER
49.229198,-122.892882,PM-03,A0432,SB,Double,A0430,2 HOUR METER
49.229317,-122.892676,PM-03,A0433,NB,Double,A0435,2 HOUR METER
49.229747,-122.892869,PM-03,A0434,SB,Double,A0436,2 HOUR METER
49.229317,-122.892676,PM-03,A0435,NB,Double,A0433,2 HOUR METER
49.229747,-122.892869,PM-03,A0436,SB,Double,A0434,2 HOUR METER
49.22958,-122.892668,PM-03,A0437,NB,Double,A0439,2 HOUR METER
49.229864,-122.892867,PM-03,A0438,SB,Double,A0440,2 HOUR METER
49.22958,-122.892668,PM-03,A0439,NB,Double,A0437,2 HOUR METER
49.229864,-122.892867,PM-03,A0440,SB,Double,A0438,2 HOUR METER
49.230362,-122.892653,PM-03,A0441,NB,Double,A0443,2 HOUR METER
49.229981,-122.892864,PM-03,A0442,SB,Double,A0444,2 HOUR METER
49.230362,-122.892653,PM-03,A0443,NB,Double,A0441,2 HOUR METER
49.229981,-122.892864,PM-03,A0444,SB,Double,A0442,2 HOUR METER
49.230471,-122.892644,PM-03,A0445,NB,Double,A0447,2 HOUR METER
49.2301,-122.892861,PM-02,A0446,SB,Double,A0448,30 MINUTE METER
49.230471,-122.892644,PM-03,A0447,NB,Double,A0445,2 HOUR METER
49.2301,-122.892861,PM-02,A0448,SB,Double,A0446,30 MINUTE METER
49.230619,-122.892643,PM-03,A0449,NB,Double,A0451,2 HOUR METER
49.230404,-122.892848,PM-03,A0450,SB,Double,A0452,2 HOUR METER
49.230619,-122.892643,PM-03,A0451,NB,Double,A0449,2 HOUR METER
49.230404,-122.892848,PM-03,A0452,SB,Double,A0450,2 HOUR METER
49.230724,-122.892639,PM-03,A0453,NB,Double,A0455,2 HOUR METER
49.23052,-122.892846,PM-01,A0454,SB,Double,A0456,15 MINUTE METER
49.230724,-122.892639,PM-03,A0455,NB,Double,A0453,2 HOUR METER
49.23052,-122.892846,PM-03,A0456,SB,Double,A0454,2 HOUR METER
49.230813,-122.892637,PM-03,A0457,NB,Single,,2 HOUR METER
49.230639,-122.892843,PM-03,A0458,SB,Single,,2 HOUR METER
49.23093,-122.892635,PM-03,A0459,NB,Double,A0461,2 HOUR METER
49.230875,-122.892837,PM-03,A0460,SB,Double,A0462,2 HOUR METER
49.23093,-122.892635,PM-03,A0461,NB,Double,A0459,2 HOUR METER
49.230875,-122.892837,PM-03,A0462,SB,Double,A0460,2 HOUR METER
49.231083,-122.892629,PM-03,A0463,NB,Double,A0465,2 HOUR METER
49.231083,-122.892629,PM-03,A0465,NB,Double,A0463,2 HOUR METER
49.225586,-122.891343,PM-04,B0201,WB,Double,B0203,10 HOUR METER
49.225482,-122.891262,PM-04,B0202,EB,Single,,10 HOUR METER
49.225586,-122.891343,PM-04,B0203,WB,Double,B0201,10 HOUR METER
49.225485,-122.891436,PM-04,B0204,EB,Double,B0206,10 HOUR METER
49.225588,-122.891511,PM-04,B0205,WB,Double,B0207,10 HOUR METER
49.225485,-122.891436,PM-04,B0206,EB,Double,B0204,10 HOUR METER
49.225588,-122.891511,PM-04,B0207,WB,Double,B0205,10 HOUR METER
49.225488,-122.89161,PM-04,B0208,EB,Double,B0210,10 HOUR METER
49.22559,-122.891678,PM-04,B0209,WB,Double,B0211,10 HOUR METER
49.225488,-122.89161,PM-04,B0210,EB,Double,B0208,10 HOUR METER
49.22559,-122.891678,PM-04,B0211,WB,Double,B0209,10 HOUR METER
49.22549,-122.891877,PM-04,B0212,EB,Single,,10 HOUR METER
49.225591,-122.891849,PM-04,B0213,WB,Double,B0215,10 HOUR METER
49.225491,-122.892035,PM-04,B0214,EB,Double,B0216,10 HOUR METER
49.225591,-122.891849,PM-04,B0215,WB,Double,B0213,10 HOUR METER
49.225491,-122.892035,PM-04,B0216,EB,Double,B0214,10 HOUR METER
49.225592,-122.892018,PM-04,B0217,WB,Double,B0219,10 HOUR METER
49.225498,-122.892421,PM-04,B0218,EB,Double,B0220,10 HOUR METER
49.225592,-122.892018,PM-04,B0219,WB,Double,B0217,10 HOUR METER
49.225498,-122.892421,PM-04,B0220,EB,Double,B0218,10 HOUR METER
49.225595,-122.892188,PM-04,B0221,WB,Double,B0223,10 HOUR METER
49.225595,-122.892188,PM-04,B0223,WB,Double,B0221,10 HOUR METER
49.225598,-122.89236,PM-04,B0225,WB,Double,B0227,10 HOUR METER
49.225598,-122.89236,PM-04,B0227,WB,Double,B0225,10 HOUR METER
49.225599,-122.892528,PM-04,B0229,WB,Double,B0331,10 HOUR METER
49.225599,-122.892528,PM-04,B0231,WB,Double,B0229,10 HOUR METER
49.225607,-122.893259,PM-03,B0301,WB,Double,B0303,2 HOUR METER
49.225511,-122.893274,PM-03,B0302,EB,Double,B0304,2 HOUR METER
49.225607,-122.893259,PM-03,B0303,WB,Double,B0301,2 HOUR METER
49.225511,-122.893274,PM-03,B0304,EB,Double,B0302,2 HOUR METER
49.225514,-122.893448,PM-03,B0306,EB,Double,B0308,2 HOUR METER
49.225514,-122.893448,PM-03,B0308,EB,Double,B0306,2 HOUR METER
49.225515,-122.893618,PM-03,B0310,EB,Double,B0312,2 HOUR METER
49.225515,-122.893618,PM-03,B0312,EB,Double,B0310,2 HOUR METER
49.227944,-122.892501,PM-03,C0201,WB,Double,C0203,2 HOUR METER
49.227812,-122.888064,PM-04,C0202,EB,Double,C0204,10 HOUR METER
49.227944,-122.892501,PM-03,C0203,WB,Double,C0201,2 HOUR METER
49.227812,-122.888064,PM-04,C0204,EB,Double,C0202,10 HOUR METER
49.227819,-122.888587,PM-04,C0206,EB,Double,C0208,10 HOUR METER
49.227819,-122.888587,PM-04,C0208,EB,Double,C0206,10 HOUR METER
49.227821,-122.888762,PM-04,C0210,EB,Double,C0212,10 HOUR METER
49.227821,-122.888762,PM-04,C0212,EB,Double,C0210,10 HOUR METER
49.227824,-122.88894,PM-04,C0214,EB,Double,C0216,10 HOUR METER
49.227824,-122.88894,PM-04,C0216,EB,Double,C0214,10 HOUR METER
49.227826,-122.889117,PM-04,C0218,EB,Double,C0220,10 HOUR METER
49.227826,-122.889117,PM-04,C0220,EB,Double,C0218,10 HOUR METER
49.227828,-122.889284,PM-04,C0222,EB,Double,C0224,10 HOUR METER
49.227828,-122.889284,PM-04,C0224,EB,Double,C0222,10 HOUR METER
49.227803,-122.889835,PM-04,C0226,EB,Single,,10 HOUR METER
49.227807,-122.890133,PM-04,C0228,EB,Single,,10 HOUR METER
49.227809,-122.890309,PM-04,C0230,EB,Double,C0232,10 HOUR METER
49.227809,-122.890309,PM-04,C0232,EB,Double,C0230,10 HOUR METER
49.227812,-122.890479,PM-04,C0234,EB,Double,C0236,10 HOUR METER
49.227812,-122.890479,PM-04,C0236,EB,Double,C0234,10 HOUR METER
49.227815,-122.890853,PM-04,C0238,EB,Single,,10 HOUR METER
49.227817,-122.891014,PM-04,C0240,EB,Double,C0242,10 HOUR METER
49.227817,-122.891014,PM-04,C0242,EB,Double,C0240,10 HOUR METER
49.227819,-122.891221,PM-04,C0244,EB,Single,,10 HOUR METER
49.227826,-122.891713,PM-04,C0246,EB,Double,C0248,10 HOUR METER
49.227828,-122.891879,PM-04,C0250,EB,Double,C0252,10 HOUR METER
49.227828,-122.891879,PM-04,C0252,EB,Double,C0250,10 HOUR METER
49.22783,-122.892058,PM-04,C0254,EB,Double,C0256,10 HOUR METER
49.22783,-122.892058,PM-04,C0256,EB,Double,C0254,10 HOUR METER
49.227831,-122.892233,PM-04,C0258,EB,Double,C0260,10 HOUR METER
49.227831,-122.892233,PM-04,C0260,EB,Double,C0258,10 HOUR METER
49.227834,-122.892408,PM-04,C0262,EB,Double,C0264,10 HOUR METER
49.227834,-122.892408,PM-04,C0264,EB,Double,C0262,10 HOUR METER
49.230218,-122.893256,PM-03,D0302,EB,Double,D0304,2 HOUR METER
49.230218,-122.893256,PM-03,D0304,EB,Double,D0302,2 HOUR METER
